free_flow_speed_kmh,weekend,time_period,travel_time_category,speed_kmh,rush_hours,hour,congestion_level,travel_time_per_10_km_min
38.1,0,morning,heavy,26.0,1,11,46.1,23.0
38.0,0,afternoon,heavy,26.9,1,12,41.3,22.2
37.9,0,afternoon,heavy,26.5,1,13,42.9,22.5
39.3,0,afternoon,heavy,26.1,1,14,50.4,22.9
38.3,0,afternoon,heavy,23.1,1,15,65.6,25.8
38.2,0,afternoon,heavy,21.4,1,16,78.4,27.9
37.8,0,evening,heavy,20.6,1,17,83.3,29.0
36.6,0,evening,heavy,20.0,1,18,82.2,29.8
36.1,0,evening,heavy,22.1,1,19,63.3,27.1
35.9,0,evening,heavy,24.5,0,20,46.4,24.4
35.9,0,night,heavy,26.8,0,21,33.8,22.3
36.4,0,night,heavy,29.3,0,22,23.9,20.4
36.1,0,night,heavy,30.4,0,23,18.7,19.6
35.2,0,late night,heavy,29.9,0,0,17.5,20.0
35.5,0,late night,heavy,30.9,0,1,14.7,19.3
35.6,0,late night,heavy,31.1,0,2,14.4,19.2
37.4,0,late night,heavy,32.7,0,3,14.4,18.3
38.6,0,late night,heavy,33.0,0,4,16.8,18.1
41.5,0,late night,heavy,34.3,0,5,20.8,17.4
42.0,0,morning,heavy,31.8,0,6,31.9,18.8
40.2,0,morning,heavy,27.1,1,7,48.4,22.1
38.3,0,morning,heavy,24.6,1,8,55.5,24.3
37.9,0,morning,heavy,24.7,1,9,53.4,24.2
38.0,0,morning,heavy,25.6,1,10,48.6,23.4
37.9,0,morning,heavy,26.1,1,11,45.2,22.9
37.8,0,afternoon,heavy,27.0,1,12,40.0,22.1
37.4,0,afternoon,heavy,26.5,1,13,40.9,22.5
37.6,0,afternoon,heavy,26.0,1,14,44.5,23.0
38.0,0,afternoon,heavy,26.2,1,15,44.7,22.8
38.3,0,afternoon,heavy,26.7,1,16,43.1,22.3
38.6,0,evening,heavy,26.9,1,17,43.4,22.2
37.3,0,evening,heavy,26.3,1,18,41.7,22.7
36.9,0,evening,heavy,28.0,1,19,31.5,21.3
37.1,0,evening,heavy,28.8,0,20,28.5,20.7
38.1,0,night,heavy,30.8,0,21,23.9,19.4
38.8,0,night,heavy,32.0,0,22,21.0,18.7
38.4,0,night,heavy,32.3,0,23,18.8,18.5
37.0,0,late night,heavy,32.0,0,0,15.5,18.7
36.2,0,late night,heavy,32.0,0,1,12.9,18.7
36.5,0,late night,heavy,32.6,0,2,11.8,18.3
38.5,0,late night,heavy,34.5,0,3,11.5,17.3
38.9,0,late night,heavy,34.5,0,4,12.7,17.3
42.5,0,late night,heavy,36.1,0,5,17.6,16.6
43.2,0,morning,heavy,33.2,0,6,30.2,18.0
41.1,0,morning,heavy,26.8,1,7,52.9,22.3
39.7,0,morning,heavy,23.9,1,8,65.8,25.0
39.1,0,morning,heavy,24.4,1,9,60.0,24.5
38.9,0,morning,heavy,24.9,1,10,56.2,24.0
38.3,0,morning,heavy,25.0,1,11,52.9,23.9
38.3,0,afternoon,heavy,26.3,1,12,45.7,22.7
38.0,0,afternoon,heavy,26.1,1,13,45.6,22.9
38.0,0,afternoon,heavy,25.0,1,14,51.8,23.9
38.9,0,afternoon,heavy,25.1,1,15,54.4,23.8
39.2,0,afternoon,heavy,25.8,1,16,52.0,23.2
38.9,0,evening,heavy,24.6,1,17,58.2,24.3
37.5,0,evening,heavy,24.0,1,18,56.2,24.9
37.4,0,evening,heavy,27.4,1,19,36.4,21.8
37.8,0,evening,heavy,29.3,0,20,29.1,20.4
38.4,0,night,heavy,30.2,0,21,27.2,19.8
39.3,0,night,heavy,32.2,0,22,22.1,18.6
38.6,0,night,heavy,32.7,0,23,17.8,18.3
37.5,0,late night,heavy,32.5,0,0,15.2,18.4
36.5,0,late night,heavy,32.3,0,1,12.9,18.5
36.6,0,late night,heavy,32.7,0,2,12.0,18.3
38.1,0,late night,heavy,33.7,0,3,12.8,17.7
39.5,0,late night,heavy,34.8,0,4,13.5,17.2
42.8,0,late night,heavy,35.9,0,5,19.2,16.6
43.1,0,morning,heavy,32.3,0,6,33.5,18.5
40.7,0,morning,heavy,25.6,1,7,59.0,23.4
39.1,0,morning,heavy,22.3,1,8,75.1,26.8
39.1,0,morning,heavy,22.8,1,9,71.4,26.2
38.4,0,morning,heavy,23.1,1,10,66.2,25.9
37.9,0,morning,heavy,23.9,1,11,58.6,25.0
38.3,0,afternoon,heavy,25.5,1,12,50.4,23.5
38.2,0,afternoon,heavy,26.0,1,13,47.2,23.0
38.6,0,afternoon,heavy,24.3,1,14,58.4,24.6
38.8,0,afternoon,heavy,23.4,1,15,65.9,25.6
38.8,0,afternoon,heavy,22.4,1,16,72.9,26.6
38.5,0,evening,heavy,22.7,1,17,69.4,26.3
38.1,0,evening,heavy,24.4,1,18,56.1,24.5
38.0,0,evening,heavy,27.0,1,19,40.7,22.1
38.1,0,evening,heavy,28.1,0,20,35.2,21.2
38.8,0,night,heavy,28.4,0,21,36.3,21.0
38.8,0,night,heavy,29.6,0,22,31.2,20.2
38.3,0,night,heavy,31.4,0,23,21.9,19.0
36.7,1,late night,heavy,31.5,0,0,16.2,19.0
35.9,1,late night,heavy,31.7,0,1,13.1,18.9
36.0,1,late night,heavy,31.9,0,2,12.7,18.7
36.9,1,late night,heavy,32.7,0,3,12.6,18.2
38.7,1,late night,heavy,34.2,0,4,13.0,17.5
42.9,1,late night,heavy,36.8,0,5,16.6,16.2
43.2,1,morning,heavy,35.6,0,6,21.5,16.8
41.8,1,morning,heavy,31.9,1,7,31.0,18.7
40.4,1,morning,heavy,29.0,1,8,39.0,20.6
39.6,1,morning,heavy,28.0,1,9,41.5,21.4
39.5,1,morning,heavy,27.7,1,10,42.4,21.6
38.6,1,morning,heavy,27.0,1,11,43.2,22.2
37.8,1,afternoon,heavy,26.2,1,12,44.1,22.8
37.8,1,afternoon,heavy,26.0,1,13,45.1,23.0
38.1,1,afternoon,heavy,26.2,1,14,45.3,22.8
39.0,1,afternoon,heavy,27.1,1,15,43.8,22.1
39.2,1,afternoon,heavy,25.0,1,16,56.6,23.9
38.6,1,evening,heavy,24.3,1,17,58.6,24.6
38.6,1,evening,heavy,27.0,1,18,43.1,22.2
38.0,1,evening,heavy,28.4,1,19,33.8,21.1
37.4,1,evening,heavy,28.9,0,20,29.3,20.7
37.6,1,night,heavy,29.6,0,21,26.7,20.2
37.5,1,night,heavy,31.1,0,22,20.4,19.2
36.8,1,night,heavy,31.6,0,23,16.4,18.9
34.6,1,late night,heavy,29.8,0,0,16.2,20.1
34.2,1,late night,heavy,30.2,0,1,13.4,19.8
34.5,1,late night,heavy,30.9,0,2,11.4,19.3
35.3,1,late night,heavy,32.1,0,3,9.8,18.6
37.7,1,late night,heavy,34.1,0,4,10.6,17.5
42.3,1,late night,heavy,37.9,0,5,11.4,15.7
43.1,1,morning,heavy,38.5,0,6,11.9,15.5
41.8,1,morning,heavy,36.2,1,7,15.5,16.5
40.8,1,morning,heavy,33.9,1,8,20.4,17.6
40.4,1,morning,heavy,32.1,1,9,26.1,18.6
39.9,1,morning,heavy,30.8,1,10,29.3,19.4
39.0,1,morning,heavy,29.7,1,11,31.2,20.1
37.8,1,afternoon,heavy,28.4,1,12,33.1,21.0
37.9,1,afternoon,heavy,28.4,1,13,33.5,21.1
38.6,1,afternoon,heavy,28.6,1,14,34.9,20.9
39.6,1,afternoon,heavy,29.2,1,15,35.5,20.4
40.0,1,afternoon,heavy,28.9,1,16,38.3,20.7
39.6,1,evening,heavy,28.7,1,17,37.7,20.8
39.4,1,evening,heavy,29.4,1,18,34.1,20.4
39.2,1,evening,heavy,30.6,1,19,28.0,19.5
39.2,1,evening,heavy,31.5,0,20,24.1,18.9
39.6,1,night,heavy,32.3,0,21,22.7,18.5
40.0,1,night,heavy,33.7,0,22,18.6,17.7
39.0,1,night,heavy,33.9,0,23,15.0,17.6
36.6,0,late night,heavy,31.7,0,0,15.3,18.9
36.0,0,late night,heavy,32.2,0,1,11.8,18.5
36.1,0,late night,heavy,32.3,0,2,11.7,18.5
37.9,0,late night,heavy,34.4,0,3,10.3,17.4
39.4,0,late night,heavy,35.4,0,4,11.3,16.9
43.6,0,late night,heavy,37.1,0,5,17.4,16.1
43.1,0,morning,heavy,32.5,0,6,32.6,18.4
40.7,0,morning,heavy,26.1,1,7,56.0,22.9
39.1,0,morning,heavy,23.2,1,8,68.2,25.7
38.6,0,morning,heavy,23.6,1,9,63.5,25.4
38.3,0,morning,heavy,23.8,1,10,61.0,25.2
38.2,0,morning,heavy,25.1,1,11,52.1,23.8
38.5,0,afternoon,heavy,26.7,1,12,44.2,22.4
38.4,0,afternoon,heavy,26.3,1,13,45.5,22.7
38.6,0,afternoon,heavy,24.9,1,14,54.7,24.0
38.8,0,afternoon,heavy,24.4,1,15,58.9,24.5
39.3,0,afternoon,heavy,25.9,1,16,51.5,23.1
39.2,0,evening,heavy,25.4,1,17,54.1,23.5
38.2,0,evening,heavy,25.6,1,18,48.9,23.3
38.0,0,evening,heavy,28.5,1,19,33.2,21.0
37.8,0,evening,heavy,29.7,0,20,27.2,20.1
38.4,0,night,heavy,31.2,0,21,23.2,19.2
39.3,0,night,heavy,32.7,0,22,20.1,18.3
38.8,0,night,heavy,32.1,0,23,20.7,18.6
36.5,0,late night,heavy,31.6,0,0,15.4,18.9
36.2,0,late night,heavy,32.0,0,1,13.1,18.7
36.4,0,late night,heavy,32.7,0,2,11.3,18.3
37.1,0,late night,heavy,33.5,0,3,10.7,17.8
39.3,0,late night,heavy,34.8,0,4,13.0,17.2
42.7,0,late night,heavy,36.2,0,5,17.9,16.5
42.7,0,morning,heavy,32.5,0,6,31.4,18.4
40.8,0,morning,heavy,26.8,1,7,52.2,22.3
39.6,0,morning,heavy,24.4,1,8,62.2,24.5
39.4,0,morning,heavy,25.2,1,9,56.3,23.7
38.9,0,morning,heavy,25.4,1,10,53.1,23.6
38.6,0,morning,heavy,25.9,1,11,48.7,23.0
38.5,0,afternoon,heavy,27.1,1,12,42.0,22.0
37.8,0,afternoon,heavy,26.3,1,13,43.7,22.7
38.1,0,afternoon,heavy,25.4,1,14,50.0,23.5
38.3,0,afternoon,heavy,24.7,1,15,54.7,24.1
39.0,0,afternoon,heavy,25.7,1,16,51.3,23.2
39.1,0,evening,heavy,26.0,1,17,50.0,23.0
38.3,0,evening,heavy,26.1,1,18,46.9,22.9
37.5,0,evening,heavy,27.8,1,19,34.8,21.5
37.6,0,evening,heavy,29.0,0,20,29.4,20.6
38.5,0,night,heavy,30.6,0,21,25.9,19.5
38.8,0,night,heavy,31.8,0,22,22.1,18.8
38.6,0,night,heavy,32.7,0,23,18.0,18.3
36.6,0,late night,heavy,31.5,0,0,16.0,18.9
36.2,0,late night,heavy,31.8,0,1,13.9,18.8
36.6,0,late night,heavy,32.0,0,2,14.3,18.7
37.9,0,late night,heavy,33.8,0,3,12.2,17.7
39.4,0,late night,heavy,35.0,0,4,12.5,17.1
43.6,0,late night,heavy,36.9,0,5,17.9,16.2
43.4,0,morning,heavy,33.3,0,6,30.1,17.9
40.9,0,morning,heavy,27.4,1,7,49.1,21.8
39.4,0,morning,heavy,24.7,1,8,59.4,24.2
39.3,0,morning,heavy,25.5,1,9,54.2,23.5
38.8,0,morning,heavy,24.3,1,10,59.5,24.6
38.8,0,morning,heavy,25.5,1,11,52.1,23.5
38.5,0,afternoon,heavy,26.5,1,12,44.9,22.5
38.2,0,afternoon,heavy,26.2,1,13,45.7,22.8
38.8,0,afternoon,heavy,24.9,1,14,55.5,24.0
38.6,0,afternoon,heavy,23.8,1,15,61.8,25.1
38.7,0,afternoon,heavy,23.6,1,16,63.9,25.3
38.8,0,evening,heavy,23.2,1,17,67.3,25.8
37.8,0,evening,heavy,23.6,1,18,60.4,25.4
37.5,0,evening,heavy,27.1,1,19,38.4,22.1
37.7,0,evening,heavy,29.5,0,20,27.7,20.3
38.2,0,night,heavy,30.7,0,21,24.3,19.4
38.9,0,night,heavy,32.2,0,22,20.7,18.5
38.5,0,night,heavy,32.7,0,23,17.7,18.3
36.2,0,late night,heavy,31.1,0,0,16.3,19.2
36.5,0,late night,heavy,32.6,0,1,12.0,18.3
36.5,0,late night,heavy,32.8,0,2,11.1,18.2
37.1,0,late night,heavy,33.0,0,3,12.4,18.1
39.0,0,late night,heavy,34.7,0,4,12.3,17.2
42.9,0,late night,heavy,36.4,0,5,18.0,16.4
43.0,0,morning,heavy,33.0,0,6,30.2,18.1
40.9,0,morning,heavy,26.8,1,7,52.9,22.3
39.3,0,morning,heavy,23.2,1,8,69.0,25.7
39.1,0,morning,heavy,24.0,1,9,62.5,24.9
38.9,0,morning,heavy,24.8,1,10,56.7,24.1
38.8,0,morning,heavy,25.8,1,11,49.9,23.1
38.5,0,afternoon,heavy,26.6,1,12,44.6,22.4
38.2,0,afternoon,heavy,25.9,1,13,47.5,23.1
38.8,0,afternoon,heavy,25.3,1,14,52.8,23.6
38.7,0,afternoon,heavy,24.1,1,15,60.8,24.8
39.0,0,afternoon,heavy,24.5,1,16,59.2,24.4
39.3,0,evening,heavy,25.4,1,17,54.5,23.5
38.9,0,evening,heavy,26.9,1,18,44.1,22.2
38.2,0,evening,heavy,28.5,1,19,33.7,21.0
38.2,0,evening,heavy,30.0,0,20,27.2,19.9
39.0,0,night,heavy,31.1,0,21,25.3,19.2
39.7,0,night,heavy,32.5,0,22,22.0,18.4
38.4,0,night,heavy,32.0,0,23,19.8,18.7
37.3,0,late night,heavy,32.1,0,0,16.1,18.6
36.5,0,late night,heavy,32.3,0,1,12.9,18.5
36.7,0,late night,heavy,32.6,0,2,12.6,18.3
38.2,0,late night,heavy,34.0,0,3,12.1,17.6
39.1,0,late night,heavy,34.6,0,4,13.0,17.3
43.3,0,late night,heavy,36.2,0,5,19.7,16.5
43.1,0,morning,heavy,32.5,0,6,32.3,18.4
40.6,0,morning,heavy,26.3,1,7,54.1,22.7
39.1,0,morning,heavy,23.2,1,8,68.6,25.8
38.9,0,morning,heavy,23.2,1,9,67.4,25.8
38.1,0,morning,heavy,22.5,1,10,69.2,26.5
38.0,0,morning,heavy,22.7,1,11,67.0,26.3
38.0,0,afternoon,heavy,24.2,1,12,56.8,24.7
38.7,0,afternoon,heavy,25.4,1,13,52.3,23.6
38.6,0,afternoon,heavy,24.2,1,14,59.2,24.6
38.4,0,afternoon,heavy,23.4,1,15,64.1,25.5
38.4,0,afternoon,heavy,22.4,1,16,71.0,26.6
37.8,0,evening,heavy,20.7,1,17,81.9,28.8
37.1,0,evening,heavy,21.1,1,18,75.5,28.3
37.9,0,evening,heavy,25.7,1,19,47.3,23.2
38.6,0,evening,heavy,29.0,0,20,33.0,20.6
39.2,0,night,heavy,30.0,0,21,30.5,19.9
39.7,0,night,heavy,31.4,0,22,26.2,19.0
39.1,0,night,heavy,32.4,0,23,20.8,18.5
37.4,1,late night,heavy,32.1,0,0,16.4,18.6
36.2,1,late night,heavy,31.8,0,1,13.9,18.8
36.0,1,late night,heavy,31.5,0,2,14.1,19.0
37.2,1,late night,heavy,33.0,0,3,12.8,18.1
39.1,1,late night,heavy,34.7,0,4,12.5,17.2
43.0,1,late night,heavy,36.8,0,5,16.7,16.2
42.8,1,morning,heavy,34.5,0,6,24.1,17.3
42.0,1,morning,heavy,31.6,1,7,32.7,18.9
40.9,1,morning,heavy,28.8,1,8,41.9,20.7
39.8,1,morning,heavy,26.2,1,9,51.5,22.8
39.4,1,morning,heavy,23.5,1,10,67.5,25.4
39.0,1,morning,heavy,23.9,1,11,63.0,25.0
39.3,1,afternoon,heavy,26.0,1,12,50.8,23.0
38.4,1,afternoon,heavy,25.7,1,13,49.1,23.2
38.8,1,afternoon,heavy,25.5,1,14,51.7,23.4
39.2,1,afternoon,heavy,24.1,1,15,62.4,24.8
39.3,1,afternoon,heavy,23.2,1,16,68.8,25.7
39.7,1,evening,heavy,24.5,1,17,61.6,24.4
38.9,1,evening,heavy,27.4,1,18,41.6,21.8
38.8,1,evening,heavy,29.5,1,19,31.4,20.3
38.8,1,evening,heavy,30.5,0,20,27.2,19.6
38.6,1,night,heavy,30.3,0,21,27.2,19.7
38.7,1,night,heavy,31.8,0,22,21.5,18.8
38.3,1,night,heavy,32.3,0,23,18.3,18.5
36.5,1,late night,heavy,32.1,0,0,13.6,18.6
35.2,1,late night,heavy,31.5,0,1,11.7,19.0
34.6,1,late night,heavy,30.9,0,2,11.8,19.3
35.2,1,late night,heavy,31.5,0,3,11.8,19.0
37.0,1,late night,heavy,33.1,0,4,11.9,18.1
41.6,1,late night,heavy,36.3,0,5,14.4,16.4
41.8,1,morning,heavy,35.6,0,6,17.5,16.8
41.1,1,morning,heavy,33.7,1,7,22.1,17.7
39.9,1,morning,heavy,31.9,1,8,25.0,18.7
40.0,1,morning,heavy,30.6,1,9,30.7,19.6
39.3,1,morning,heavy,29.3,1,10,34.2,20.4
39.2,1,morning,heavy,28.9,1,11,35.7,20.7
38.3,1,afternoon,heavy,27.8,1,12,37.9,21.5
38.2,1,afternoon,heavy,27.8,1,13,37.1,21.5
38.7,1,afternoon,heavy,27.8,1,14,39.0,21.5
39.1,1,afternoon,heavy,28.5,1,15,36.8,20.9
40.0,1,afternoon,heavy,29.4,1,16,35.8,20.3
39.4,1,evening,heavy,28.6,1,17,37.5,20.9
38.9,1,evening,heavy,29.2,1,18,33.2,20.5
38.5,1,evening,heavy,29.6,1,19,30.0,20.2
38.2,1,evening,heavy,29.9,0,20,27.6,20.0
38.8,1,night,heavy,31.2,0,21,24.0,19.1
39.1,1,night,heavy,32.7,0,22,19.3,18.3
38.9,1,night,heavy,33.1,0,23,17.5,18.0
37.7,0,late night,heavy,34.1,0,0,10.4,17.5
36.1,0,late night,heavy,32.5,0,1,11.1,18.4
35.4,0,late night,heavy,31.8,0,2,11.5,18.8
37.2,0,late night,heavy,33.0,0,3,12.7,18.1
39.0,0,late night,heavy,34.5,0,4,13.0,17.3
43.1,0,late night,heavy,36.5,0,5,18.1,16.4
43.4,0,morning,heavy,32.2,0,6,34.7,18.5
41.0,0,morning,heavy,25.9,1,7,58.2,23.1
39.4,0,morning,heavy,23.1,1,8,70.0,25.8
39.1,0,morning,heavy,24.1,1,9,61.9,24.8
39.0,0,morning,heavy,24.3,1,10,60.6,24.6
38.5,0,morning,heavy,24.1,1,11,59.4,24.8
38.5,0,afternoon,heavy,25.9,1,12,48.5,23.1
38.1,0,afternoon,heavy,25.5,1,13,49.4,23.4
38.5,0,afternoon,heavy,24.8,1,14,55.2,24.1
38.5,0,afternoon,heavy,24.5,1,15,56.8,24.4
39.1,0,afternoon,heavy,25.1,1,16,55.8,23.8
39.2,0,evening,heavy,24.7,1,17,58.4,24.2
38.5,0,evening,heavy,25.1,1,18,52.9,23.8
37.9,0,evening,heavy,28.1,1,19,34.6,21.2
37.7,0,evening,heavy,29.9,0,20,25.8,20.0
39.0,0,night,heavy,31.3,0,21,24.3,19.1
39.0,0,night,heavy,32.5,0,22,19.9,18.4
39.2,0,night,heavy,33.6,0,23,16.5,17.8
37.6,0,late night,heavy,33.1,0,0,13.5,18.1
36.4,0,late night,heavy,32.3,0,1,12.6,18.5
36.4,0,late night,heavy,32.1,0,2,13.3,18.6
37.4,0,late night,heavy,33.7,0,3,11.0,17.7
38.7,0,late night,heavy,34.2,0,4,13.3,17.5
42.9,0,late night,heavy,36.1,0,5,18.9,16.6
42.8,0,morning,heavy,31.5,0,6,35.8,19.0
40.2,0,morning,heavy,25.4,1,7,58.2,23.5
39.1,0,morning,heavy,23.2,1,8,68.2,25.7
38.3,0,morning,heavy,22.8,1,9,68.1,26.2
37.4,0,morning,heavy,22.3,1,10,67.3,26.8
37.7,0,morning,heavy,22.8,1,11,64.7,26.2
38.4,0,afternoon,heavy,24.3,1,12,58.2,24.6
38.1,0,afternoon,heavy,25.6,1,13,48.5,23.3
38.7,0,afternoon,heavy,24.1,1,14,60.6,24.8
38.4,0,afternoon,heavy,23.2,1,15,65.4,25.8
38.4,0,afternoon,heavy,23.3,1,16,64.5,25.6
38.7,0,evening,heavy,22.2,1,17,74.0,26.9
38.4,0,evening,heavy,24.0,1,18,59.9,24.9
37.8,0,evening,heavy,27.9,1,19,35.6,21.4
37.9,0,evening,heavy,30.1,0,20,25.9,19.8
38.9,0,night,heavy,31.5,0,21,23.2,19.0
38.7,0,night,heavy,31.9,0,22,21.0,18.7
39.0,0,night,heavy,32.8,0,23,18.8,18.2
37.9,0,late night,heavy,33.0,0,0,14.9,18.1
36.6,0,late night,heavy,32.1,0,1,14.0,18.6
36.7,0,late night,heavy,32.0,0,2,14.4,18.6
38.0,0,late night,heavy,33.4,0,3,13.8,17.9
39.5,0,late night,heavy,34.6,0,4,14.2,17.3
43.7,0,late night,heavy,36.1,0,5,20.8,16.5
43.4,0,morning,heavy,32.5,0,6,33.4,18.4
40.6,0,morning,heavy,25.5,1,7,59.5,23.5
39.1,0,morning,heavy,21.4,1,8,82.3,27.9
38.8,0,morning,heavy,21.4,1,9,80.7,27.9
38.6,0,morning,heavy,21.8,1,10,77.0,27.4
38.4,0,morning,heavy,22.9,1,11,67.8,26.1
38.6,0,afternoon,heavy,23.1,1,12,67.0,25.9
38.0,0,afternoon,heavy,23.3,1,13,63.0,25.6
38.0,0,afternoon,heavy,22.8,1,14,66.4,26.2
38.3,0,afternoon,heavy,22.8,1,15,68.0,26.2
38.8,0,afternoon,heavy,23.5,1,16,64.5,25.4
38.2,0,evening,heavy,22.2,1,17,71.7,26.9
38.2,0,evening,heavy,23.9,1,18,59.5,25.0
37.8,0,evening,heavy,28.0,1,19,34.8,21.3
38.3,0,evening,heavy,30.1,0,20,27.0,19.8
38.9,0,night,heavy,30.8,0,21,26.5,19.4
39.8,0,night,heavy,32.8,0,22,21.2,18.2
39.4,0,night,heavy,33.3,0,23,18.3,17.9
38.0,0,late night,heavy,33.1,0,0,14.7,18.1
37.2,0,late night,heavy,33.0,0,1,12.9,18.1
36.1,0,late night,heavy,32.3,0,2,11.5,18.5
37.3,0,late night,heavy,33.3,0,3,11.8,17.9
38.8,0,late night,heavy,34.7,0,4,11.7,17.2
42.7,0,late night,heavy,37.6,0,5,13.6,15.9
43.8,0,morning,heavy,37.4,0,6,17.2,16.0
42.2,0,morning,heavy,33.8,1,7,25.0,17.7
41.1,0,morning,heavy,31.6,1,8,29.9,18.9
40.5,0,morning,heavy,28.0,1,9,44.7,21.4
39.0,0,morning,heavy,23.3,1,10,67.0,25.6
38.4,0,morning,heavy,22.8,1,11,68.1,26.2
38.1,0,afternoon,heavy,22.6,1,12,68.2,26.4
37.8,0,afternoon,heavy,24.6,1,13,53.4,24.3
37.7,0,afternoon,heavy,24.8,1,14,51.8,24.1
37.4,0,afternoon,heavy,23.4,1,15,59.5,25.5
38.2,0,afternoon,heavy,22.7,1,16,68.6,26.4
39.1,0,evening,heavy,22.8,1,17,71.0,26.2
38.9,0,evening,heavy,25.2,1,18,54.2,23.7
39.1,0,evening,heavy,29.7,1,19,31.4,20.1
39.4,0,evening,heavy,31.5,0,20,24.9,19.0
40.0,0,night,heavy,32.6,0,21,22.9,18.4
39.3,0,night,heavy,32.8,0,22,19.9,18.2
39.5,0,night,heavy,33.6,0,23,17.7,17.8
36.4,0,late night,heavy,31.5,0,0,15.5,19.0
35.7,0,late night,heavy,31.5,0,1,13.5,19.0
36.3,0,late night,heavy,32.6,0,2,11.2,18.3
37.6,0,late night,heavy,33.6,0,3,12.0,17.8
39.2,0,late night,heavy,34.9,0,4,12.2,17.1
42.6,0,late night,heavy,35.9,0,5,18.6,16.6
42.9,0,morning,heavy,32.3,0,6,32.8,18.5
40.8,0,morning,heavy,27.0,1,7,50.9,22.1
39.1,0,morning,heavy,23.5,1,8,66.3,25.5
38.8,0,morning,heavy,22.8,1,9,69.8,26.2
38.2,0,morning,heavy,21.5,1,10,77.3,27.7
37.7,0,morning,heavy,22.1,1,11,70.4,27.0
38.1,0,afternoon,heavy,23.2,1,12,64.1,25.8
36.9,0,afternoon,heavy,21.9,1,13,68.0,27.2
37.7,0,afternoon,heavy,20.3,1,14,85.1,29.4
37.4,0,afternoon,heavy,20.1,1,15,85.6,29.7
37.5,0,afternoon,heavy,19.8,1,16,88.8,30.2
37.1,0,evening,heavy,19.0,1,17,95.2,31.5
36.9,0,evening,heavy,19.5,1,18,88.9,30.6
38.0,0,evening,heavy,24.0,1,19,58.0,24.9
39.5,0,evening,heavy,30.1,0,20,31.4,19.9
39.9,0,night,heavy,31.5,0,21,26.6,18.9
39.5,0,night,heavy,32.1,0,22,22.7,18.6
38.6,0,night,heavy,32.4,0,23,19.1,18.5
37.1,1,late night,heavy,32.1,0,0,15.6,18.6
36.4,1,late night,heavy,32.0,0,1,13.6,18.7
36.3,1,late night,heavy,32.2,0,2,12.4,18.5
37.1,1,late night,heavy,33.1,0,3,12.1,18.1
39.4,1,late night,heavy,34.9,0,4,12.6,17.1
43.5,1,late night,heavy,37.7,0,5,15.4,15.9
43.7,1,morning,heavy,35.5,0,6,23.3,16.8
42.7,1,morning,heavy,32.0,1,7,33.6,18.7
40.6,1,morning,heavy,27.4,1,8,48.2,21.8
39.8,1,morning,heavy,24.9,1,9,59.5,24.0
38.2,1,morning,heavy,21.7,1,10,75.3,27.5
37.5,1,morning,heavy,20.8,1,11,80.4,28.7
38.1,1,afternoon,heavy,21.2,1,12,79.1,28.1
38.2,1,afternoon,heavy,22.7,1,13,68.3,26.4
39.2,1,afternoon,heavy,24.2,1,14,62.2,24.7
39.6,1,afternoon,heavy,25.0,1,15,58.3,23.9
39.8,1,afternoon,heavy,25.2,1,16,57.7,23.7
39.6,1,evening,heavy,24.4,1,17,62.0,24.5
38.7,1,evening,heavy,26.2,1,18,47.5,22.8
40.5,1,evening,heavy,30.6,1,19,32.0,19.5
40.3,1,evening,heavy,31.1,0,20,29.6,19.2
40.2,1,night,heavy,31.8,0,21,26.5,18.8
40.1,1,night,heavy,33.1,0,22,21.1,18.0
39.0,1,night,heavy,33.4,0,23,16.8,17.9
37.0,1,late night,heavy,32.5,0,0,13.9,18.4
36.0,1,late night,heavy,32.3,0,1,11.5,18.5
35.9,1,late night,heavy,32.4,0,2,10.8,18.5
36.6,1,late night,heavy,33.2,0,3,10.2,18.0
38.0,1,late night,heavy,34.5,0,4,10.2,17.3
43.0,1,late night,heavy,38.6,0,5,11.3,15.5
43.3,1,morning,heavy,38.8,0,6,11.7,15.4
42.6,1,morning,heavy,36.4,1,7,16.8,16.4
41.7,1,morning,heavy,34.0,1,8,22.4,17.5
41.3,1,morning,heavy,31.9,1,9,29.6,18.8
40.1,1,morning,heavy,28.1,1,10,42.5,21.3
39.0,1,morning,heavy,25.8,1,11,50.9,23.1
37.5,1,afternoon,heavy,26.7,1,12,40.5,22.4
38.6,1,afternoon,heavy,26.8,1,13,43.8,22.3
38.9,1,afternoon,heavy,27.7,1,14,40.5,21.6
40.2,1,afternoon,heavy,27.2,1,15,47.5,21.9
39.9,1,afternoon,heavy,27.1,1,16,47.2,22.1
39.8,1,evening,heavy,27.3,1,17,46.0,21.9
40.2,1,evening,heavy,27.8,1,18,44.6,21.5
40.2,1,evening,heavy,30.2,1,19,33.1,19.8
40.5,1,evening,heavy,32.2,0,20,25.4,18.5
41.2,1,night,heavy,33.4,0,21,23.0,17.9
40.8,1,night,heavy,34.3,0,22,18.7,17.4
39.4,1,night,heavy,33.9,0,23,16.2,17.6
36.9,0,late night,heavy,32.3,0,0,14.1,18.5
36.4,0,late night,heavy,33.0,0,1,10.3,18.1
36.8,0,late night,heavy,33.7,0,2,9.1,17.7
37.5,0,late night,heavy,33.5,0,3,11.8,17.8
39.4,0,late night,heavy,35.1,0,4,12.1,17.0
43.3,0,late night,heavy,36.9,0,5,17.1,16.2
