job_title,company_name,location,experience,salary,skills,posted_time,job_description,job_link,source
NLP / Agentic AI / Generative AI Engineer,BPMLinks,Nanakramguda,2 year(s),Competitive salary,,3 weeks ago,"Location: Hyderabad (In-Office) | Type: Full-Time Experience: 2-5 Years ### Role OverviewWe are looking for an engineer who can build and deploy AI-powered applications using large language models and agentic frameworks. You will be responsible for designing, developing, and shipping intelligent systems that interact with users and automate complex workflows. ### Responsibilities- Build and deploy AI-powered applications and APIs using LLMs and agentic frameworks- Design and implement RAG (Retrieval-Augmented Generation) pipelines for knowledge-grounded applications- Develop robust, production-ready APIs using FastAPI- Integrate LLMs into product workflows with effective prompt engineering and orchestration- Evaluate and iterate on AI system outputs for quality, safety, and reliability- Collaborate with product and engineering teams to ship features end-to-end ### Required Qualifications- Bachelor's or Master's degree in Computer Science, AI, or a related field- 2-5 years of experience building and deploying AI or software applications- Proficiency in a **subset** of the following: LangChain, FastAPI, prompt engineering, RAG architectures, LLM integration and orchestration, API development, building and deploying AI apps to production- Strong Python programming skills- Demonstrated ability to take an AI application from prototype to deployment ### Nice to Have- Experience with cloud platforms (AWS, GCP, or Azure) for hosting and scaling AI applications- Experience with model fine-tuning, including a theoretical understanding of training procedures, loss functions, and optimization strategies- Familiarity with evaluation frameworks for LLM-based systems            ",/job/detail/nlp-agentic-ai-generative-ai-engineer-job-in-nanakramguda-at-bpmlinks1773362058,Internshala
Fraud Analytics,EXL,Chennai,2 year(s),Competitive salary,,3 weeks ago,"Job Description: We are seeking a motivated and detail-oriented Fraud & Risk Analyst to join our team. The ideal candidate will assist in identifying and mitigating fraudulent activities, analyzing transaction data, and supporting the overall risk management process.Responsibilities:Monitor and analyze transaction data to identify potential fraud patterns.Assist in the development and implementation of fraud detection strategies.Conduct preliminary investigations into suspicious activities.Prepare reports and documentation for fraud cases.Collaborate with senior analysts and other departments to enhance fraud prevention measures.Stay updated with industry trends and best practices in fraud detection.Requirements:Bachelors degree in finance, Economics, Data Science, or related field.2+ years of experience in Analytics, Banking or Risk Analytics preferablyStrong analytical skills and attention to detail.Proficiency in data analysis tools (e.g., Excel, SQL, Python, SAS).Basic understanding of Credit Cards & fraud detection techniques.Excellent communication and teamwork skills.Ability to work in a fast-paced environment.            ",/job/detail/fraud-analytics-job-in-chennai-at-exl1773362017,Internshala
Generative AI Engineer,L&T Technology Services,Maharashtra,2 year(s),Competitive salary,,3 weeks ago,"Location: Pune Experience: 35 years (Minimum 2 years in Generative AI)We are seeking an experienced GenAI Engineer with strong hands-on expertise in building and deploying Generative AI solutions. The ideal candidate will possess:Key ResponsibilitiesDevelop and optimize agentic RAG (Retrieval-Augmented Generation) models using LangChain and LangGraph.Design, build, and deploy GenAI systems within big data environments.Collaborate with cross-functional teams to integrate GenAI capabilities into enterprise applications.Ensure model scalability, reliability, and performance across use cases.Required Skills & ExperienceOverall experience: 45 years.GenAI experience: Minimum 2 years of hands-on work.Strong implementation skills in LangChain, LangGraph, vector databases, and LLM orchestration frameworks.Practical knowledge of deploying AI/ML workloads in big data or distributed systems.Proficiency in Python and familiarity with modern LLM frameworks.            ",/job/detail/generative-ai-engineer-job-in-maharashtra-at-l-t-technology-services1773361953,Internshala
Research Analyst,Firman Solutions,Nanakramguda,No experience required,Competitive salary,,3 weeks ago,"HIRING ONLY FRESHERS For the Research Analysis role.LOCATION - Hyderabad, Telangana (100% ONSITE) SHIFT: 2.00 PM to 11.00 PMQualificationsRecently completed or pursuing a bachelors degree and committed to work.Required SkillsStrong knowledge of PC/Laptop usage.Ability to work independently and collaborate effectively.Detail-oriented with strong analytical, problem-solving, and communication skills.Proficient in Microsoft Excel & Word.Comfortable learning new tools.SALARY: MAX 14,000 - 15,000 INR            ",/job/detail/fresher-research-analyst-job-in-nanakramguda-at-firman-solutions1773275782,Internshala
Data Associate,Arcana,Coimbatore,No experience required,Competitive salary,,3 weeks ago,"We are seeking a detail-oriented Data Associate to join our growing team. As a Data Associate, you will work closely with our product managers, financial analysts, and engineers to ensure high-quality data integration, analysis, and maintenance. The ideal candidate will have a passion for working with large datasets, a strong analytical mindset, and a desire to make an impact in the financial technology space.Responsibilities: Work with large datasets to ensure data accuracy, consistency, and integrity across databases.Partner with Product and Engineering teams to identify and implement process improvements and automation tools to enhance data quality and operational efficiency.Support internal teams by creating and maintaining internal reports and dashboards.Diagnose and highlight data pipeline issues, escalating complex problems as needed.Respond promptly to data-related inquiries and requests from clients, internal teams (Sales, Services), and external data providers/partners.Collaborate with regional teams on shared operational workflows and cross-functional projects.Maintain and update team resources and procedural documentation, and ensure accurate recording of metrics for internal reporting and analytics.Conduct daily verification checks to ensure the accuracy and timely availability of client portfolio data, adhering to defined SLAs.Requirements: Bachelor's degree in a relevant field (Mathematics, Statistics, Data Science, Finance, Economics, or related disciplines).GPA of 8.0+ is requiredStrong understanding of data management and analytics.Proficiency in Excel and/or other data analysis tools.Excellent communication and interpersonal skills for engaging with internal and external data partners.Consistent track record of multitasking and prioritizing effectively in a fast-paced environment, and remaining calm under pressure.Open to working flexible hours (early morning, day shift, evening shift)            ",/job/detail/fresher-data-associate-job-in-coimbatore-at-arcana1773275685,Internshala
DataCenter Analyst,Secure Meters Limited,Rajasthan,2 year(s),Competitive salary,,3 weeks ago,"Job Description:Monitor and validate monthly billing data for HT and Non-HT consumers.Identify discrepancies in billing data and coordinate with relevant departments for corrections.Ensure accurate processing and reporting of consumer energy consumption data.Perform basic meter data analysis to identify abnormal consumption patterns.Handle remote meter reading systems and data retrieval from smart meters.Use CMRI (Common Meter Reading Instrument) data for verification and reconciliation.Maintain data accuracy between field meter readings and system records.Understand electrical parameters such as voltage, current, power factor, demand, and energy consumption.Analyze energy flow from transmission to distribution systems.Assist in identifying energy losses and operational anomalies.Support Distribution Transformer (DT) health monitoring using available data analytics tools.Analyze operational parameters to identify potential transformer issues or overloading.Work with Application Programming Interfaces (APIs) to retrieve and integrate data from various systems.Maintain and query operational databases using PostgreSQL and SQL.Prepare periodic data reports and dashboards for internal teams.Use Microsoft Excel for data analysis, including formulas, pivot tables, and shortcuts.Generate reports on billing, consumption patterns, and system performance.Support internal teams with accurate data for decision-making.Required Skills & Competencies:Knowledge of electricity distribution systems and energy flow.Understanding of HT and Non-HT consumer billing processes.Basic knowledge of electrical parameters and power system operations.Familiarity with meter data analysis, CMRI, and remote meter reading systems.Basic understanding of API integration and data exchange.Knowledge of PostgreSQL and SQL queries.Strong proficiency in Microsoft Excel (formulas, shortcuts, data analysis tools).Ability to interpret meter data and consumption patterns.Basic analytical understanding of energy losses and asset performance.Attention to detail and accuracy in data analysis.Good communication and coordination with technical teams.Problem-solving and analytical thinking.Qualification & Experience:B.Tech. in Electrical Engineering / Electronics Engineering with 23 years of experience in power distribution, energy data analysis, utility operations, or related fields preferred.            ",/job/detail/datacenter-analyst-job-in-rajasthan-at-secure-meters-limited1773275478,Internshala
Artificial Intelligence (AI) Trainer,SetupmyHR,Work from home,1 year(s),Competitive salary,,3 weeks ago,"Job Title: Artificial Intelligence (AI) TrainerWe are seeking experienced AI Trainers (Part-time/Full-time) to deliver training sessions for our clients across diverse functions, including Business Operations, HR, Finance, Procurement, Administration, etc. This role requires a keen eye for detail, strong critical thinking skills, and a passion for shaping the future of AI.Key ResponsibilitiesDeliver engaging training sessions independently (online and offline).Design and develop training content tailored to different business functions.Provide live demonstrations of AI tools and solutions.Cover topics ranging from AI fundamentals to advanced applications, in line with the latest advancements and best practices in AI, machine learning, and data annotation techniques. including:Basics of AI: What is AI, Traditional AI vs Generative AI.Agentic AI and practical use cases.Comparative overview: ChatGPT, Gemini, Copilot, Claude  when to use what.Building AI agents, BOTs, CustomGPTs, Gems, and other AI-driven solutions.Familiar with Ethical usage of AI, Bias, hallucinations.Guide participants on applying AI for productivity, decision-making, and automation.Create small and large impact AI solutions for business functions.Accurately annotate, label, and categorize various types of data (e.g., text, images, audio, video) according to specific guidelines and project requirements.Identify patterns, inconsistencies, and areas for improvement in AI model behavior and data quality.Potentially assist in creating synthetic data or designing prompts to elicit specific AI model behaviors for training purposes.Qualifications And Other Requirements1-3 years of hands-on AI experience (training, solution building, or applied AI).5+ years of professional experience in corporate or consulting environmentsEngineering/B.Tech is preferred but not compulsory.Strong communication and facilitation skills with the maturity to lead sessions independently.Proven ability to create structured training content and deliver live demos.Experience in developing AI agents, BOTs, or custom AI solutions is highly desirable.            ",/job/detail/remote-artificial-intelligence-ai-trainer-job-at-setupmyhr1773275449,Internshala
AI Product Operations & Solutions,Recro,Bangalore,2 year(s),Competitive salary,,3 weeks ago,"What is AI Product Operations & Solutions?Think Forward Deployed Engineer at Palantir, but for conversational AI.You'll embed with enterprise clients; aviation to FMCG to banking-and architect AI agents that handle their most complex workflows. At scale. With compliance. Under pressure.You sit at a unique intersection: Consulting  Product Ops  Customer Management Prompt Design AI Evals  Analytics  Systems Integration & WorkflowsYou're not just building AI agents. You're architecting the **voice** of enterprises. Their customer interactions. Their operational workflows. Their business outcomes.You're doing it using Blue Machines' cutting-edge proprietary platform.Industry-leading infrastructureLowest latency in voice AIState of the art orchestration with best of breed modelsBuilt-in guardrails and disaster recoveryWorkflow builder with complex business and tech logicsEval platform for analytics and observabilityEnterprise-grade scalability and reliabilityEnglish becomes your programming language. Context becomes your codeYou'll Succeed If YouAsk sharp questions before jumping to solutionsOperate in ambiguity and own problems end-to-end (read problem solving)Care about outcomes, not buzzwordsCommunicate clearly in writing (updates, docs, change notes)Iterate relentlessly - test, learn, improve, ship weeklyThink in systems - see workflows, dependencies, leverage pointsStay deeply curious about AI, not superficiallyWhy This is Career-DefiningYou're learning what 99% of people only read about:Agentic AI orchestration in productionEnterprise workflow automation at scaleContext graphs and organizational memoryReal-world deployment of frontier modelsYou're building rare, high-leverage skills:AI-native problem solving (prompting, evals, systems design)System thinking across industriesConsulting + product + operations fluencyEnterprise relationships and business developmentYour work has measurable impact:Every agent you deploy handles thousands of conversationsEvery optimization ships to production weekly. Real world, real customersYou're not building features - you're delivering revenue and business outcomes through orchestrating AIYou're positioned for the future:After this, you can move into core AI product work, enterprise AI deployment, build your own AI company, or lead AI transformation consulting within large orgs and consultancies. You'll understand what works and what doesn't. At scale.RequirementsWhere Are You At?Associate: 2-4 years in tech, consulting, or operations. Curious about AI. Comfortable with ambiguity. Hungry to learn.Senior Associate: 4-6 years in product, consulting, or customer-facing tech. You've worked with clients or cross-functional teams. You want to own projects.Lead: 6+ years working on complex projects, products or client relationships. You've worked with enterprises. You understand business outcomes and technical execution.What will you do?Associate - Master the CraftWork with leads to build and test agents before deployment.Design prompts, run evals, analyze conversation flowsMonitor live agents: dashboards, call quality, containment ratesLearn workflow mapping, system integrations, compliance frameworksSupport deployments with testing, documentation, optimizationYou'll learn: Prompt engineering, evaluation design, agentic systems, enterprise workflows.Senior Associate- Own POCsLead mid-market deployments independently.Run discovery with client stakeholders, decode their workflowsDesign and deploy AI agents for POC use casesIntegrate with client systems (CRM, telephony, APIs)Drive from demo to production, iterate based on dataYou'll master: Client consulting, technical independence, system integration, outcome delivery.Lead (6+ years) - Scale EnterprisesOwn strategic accounts with top-tier clients.Lead large-scale deployments (airlines, banks, healthcare)Provide consultative guidance on voice AI strategy and transformationManage complex stakeholders, workflows, drive business outcomes for customersBuild evaluation rigor and continuous improvement at scaleYou'll drive: Strategic consulting, relationship management, business scaling, technical voice AI leadership.This role likely requires:Fast iterationHigh ownershipClient pressureNon Ideal Fit:Pure data scientists who dont like clientsPure sales profiles without systems depthEngineers who dislike ambiguity            ",/job/detail/ai-product-operations-solutions-job-in-bangalore-at-recro1773136089,Internshala
Data Scientist,Media.net,Bangalore,2 year(s),Competitive salary,,3 weeks ago,"Role : Data Scientist 2About Media.net :Media.net is a leading, global ad tech company that focuses on creating the most transparent and efficient path for advertiser budgets to become publisher revenue. Our proprietary contextual technology is at the forefront of enhancing Programmatic buying, the latest industry-standard in ad buying for digital platforms.The Media.net platform powers major global publishers and ad-tech businesses at scale across ad formats like display, video, mobile, native, as well as search. Media.nets U.S. HQ is based in New York, and the Global HQ is in Dubai. With office locations and consultant partners across the world, Media.net takes pride in the value-add it offers to its 50+ demand and 21K+ publisher partners, in terms of both products and services.Data Science is at the heart of Media.net. The team uses advanced statistical and machine learning and deep learning models, large scale distributed computing along with tools from mathematics, economics, auction theory to build solutions that enable us to match users with relevant ads in the most optimal way thereby maximizing revenue for our customers and for Media.net.Some of the challenges the team deals with:How do you use information retrieval, machine learning models to estimate click through rate and revenue given the information regarding the position of the slot, user device, location and content of the page. How do you scale the same for thousands of domains, millions of urls?How do you match ads to page views considering contextual information? How do you design learning mechanisms to continuously learn from user feedback in the form of clicks and conversions? How do you deal with the extremely sparse data? What do you do for new ads and new pages? How do we design better explore-exploit frameworks? How do you design learning algorithms that are fast and scalable?How do you combine contextual targeting with behavioral user-based targeting?How do you establish a unique user identity based on multiple noisy signals so that behavioral targeting is accurate?Can you use NLP to find more genetic trends based on the content of the page and ads?What is in it for you?Understand business requirements, analyze and extract relevant information from large amounts of historical data.Use your knowledge of Information retrieval, NLP, Machine Learning (including Deep Learning) to build prototype solutions keeping scale, speed and accuracy in mind.Work with engineering teams to implement the prototype. Work with engineers to design appropriate model performance metrics and create reports to track the same.Work with the engineering teams to identify areas of improvement, jointly develop research agenda and execute on the same using cutting edge algorithms and tools.You will need to understand a broad range of ML algorithms and appreciation on how to apply them to complex practical problems. You will also need to have enough theoretical background and a good grasp of algorithms to be able to critically evaluate existing ML algorithms and be creative when there is a need to go beyond textbook solutions.Who should apply for this role ?PhD/Research Degree or BS/MS in Computer Science, Statistics, Artificial Intelligence, Machine learning, Operations Research or related field.2 - 5 years of experience in building Machine Learning/AI/Information Retrieval modelsExtensive knowledge and practical experience in machine learning, data mining, artificial intelligence, statistics.Understanding of supervised and unsupervised algorithms including but not limited to linear models, decision trees, random forests, gradient boosting machines etc.Excellent analytical and problem-solving abilities.Good knowledge of scientific programming in Python.Experience with Apache Spark is desired.Excellent verbal & written communication skillsBonus Points:Publications or presentation in recognized Machine Learning and Data Mining journals/conferences such as ICMLKnowledge in several of the following: Math/math modeling, decision theory, fuzzy logic, Bayesian techniques, optimization techniques, statistical analysis of data, information retrieval, natural language processing, large scale data processing and data miningAbility deal with ambiguity & break them down into research problemsStrong theoretical and research acumen            ",/job/detail/data-scientist-job-in-bangalore-at-medianet1773102732,Internshala
Supply Chain Analyst,BLJ Tech Geeks,Bangalore,2 year(s),Competitive salary,,3 weeks ago,"Hi ThereHIRING ! HIRING ! HIRING !Job Role:-Supply Chain AnalyticsKey Responsibilities:- Proven expertise in supply chain analytics across domains such as demandforecasting, inventory optimization, logistics, segmentation, and network design- Hands-on experience with optimization methods like linear programming, mixedinteger programming, and scheduling optimization. Knowledge of third-partyoptimization solvers like Gurobi is an added advantage.- Proficiency in forecasting techniques (e.g., Holt-Winters, ARIMA, ARIMAX, SARIMA,SARIMAX, FBProphet, NBeats) and machine learning techniques (supervised andunsupervised)- Strong command of statistical modeling, testing, and inference- Familiarity with any of the hyperscalers is a must: Azure/ AWS/ GCP/ Palantir- Strong SQL and Python programming skills; experience deploying models in cloud- Knowledge of orchestration tools like Cloud Composer (Airflow).Nice To Have:- Familiarity with MLOps, containerization (Docker, Kubernetes), and orchestration tools(e.g., Cloud composer)- Strong communication and stakeholder engagement skills at the executive level- Proficiency in GenAI & Agentic AI frameworks is a plusProfessional and Educational Background:- BE / B.Tech / MCA / M.Sc / M.E / M.Tech / Masters Degree / MBA from a reputedinstitute- 2 to 9 years of overall experienceInterested candidates apply here by filling this forum :-(https://docs.google.com/forms/d/e/1FAIpQLScx2Xfdl27C0lKpMhlw3HUPCGEhl0Ab9HTbHB-tCsxx-Ugd6Q/viewform?usp=header)            ",/job/detail/supply-chain-analyst-job-in-bangalore-at-blj-tech-geeks1773055389,Internshala
AI Engineer,Astra Security,Bangalore,2 year(s),Competitive salary,,3 weeks ago,"About Astra:Astra is a cyber security SaaS company that makes otherwise chaotic pentests a breeze with its one of a kind Pentest Platform. Astra's continuous vulnerability scanner emulates hacker behavior to scan applications for 9300+ security tests. CTOs & CISOs love Astra because it helps them fix vulnerabilities in record time and move from DevOps to DevSecOps with Astra's CI/CD integrations.Astra is loved by 650+ companies across the globe. In 2023 Astra uncovered 2 million+ vulnerabilities for its customers, saving customers $69M+ in potential losses due to security vulnerabilities.We've been awarded by the President of France Mr. Franois Hollande at the La French Tech program and Prime Minister of India Shri Narendra Modi at the Global Conference on Cyber Security. Loom, MamaEarth, Muthoot Finance, Canara Robeco, ScripBox etc. are a few of Astras customers.Role OverviewAt Astra Security, we are building the future of AI-driven cybersecurity, including Autonomous Pentesting- an experience that helps teams automatically discover, test and secure Web & Mobile applications, Cloud and APIs at scale.As an AI Engineer, you will design and build AI-powered Agentic systems that can reason, retrieve knowledge and execute complex workflows autonomously. You will work closely with the engineering and product teams to build AI-native applications that integrate with Astras platform and security scanners.This role focuses on building AI-based Agentic applications, implementing RAG architectures, and orchestrating AI workflows across distributed systems. You will work with frameworks like LangGraph or Mastra  to build production-grade AI systems powered by frontier LLM models and self-hosted open-source models.Here's what's in it for youAI System DevelopmentBuild AI-powered agentic applications that can reason, plan and execute multi-step workflows autonomously.Design and develop AI solutions using frameworks such as LangGraph, Mastra or similar frameworks.Integrate LLM models from OpenAI, Anthropic or open-source self-hosted LLMs into production systems.Work closely with platform and backend teams to integrate AI capabilities across Astras cybersecurity products.RAG & Knowledge SystemsDesign and implement Retrieval Augmented Generation (RAG) architectures for contextual reasoning.Build and maintain AI knowledge bases that allow agents to retrieve relevant context and make better decisions.Develop pipelines for embedding generation, indexing and semantic retrieval.Continuously optimize prompts, retrieval strategies and system performance.Agentic Workflow OrchestrationBuild multi-agent workflows capable of orchestrating tasks across distributed systems.Implement agent execution pipelines that integrate with Astras scanners, APIs and platform services.Ensure AI workflows are reliable, scalable and production-ready.Collaboration & InnovationWork closely with engineering leaders and product teams to ship AI-powered features.Experiment with new AI frameworks, models and architectures to improve product capabilities.Contribute to building Astras AI-first security platformAI Systems EngineeringBuild production-grade AI services with proper observability, logging and monitoring.Design APIs and backend services that expose AI capabilities to Astras platform.Implement caching, rate limiting and cost optimization strategies for LLM workloads.Work with vector databases (ChromaDB, PGVector or others) to build scalable retrieval systems.Build structured tool interfaces that allow agents to interact with APIs, scanners and internal services.AI Evaluation & ReliabilityDesign evaluation frameworks to measure accuracy, hallucination rates and reasoning quality of AI agents.Build automated evaluation pipelines for RAG and agent workflows.Implement guardrails, structured outputs and validation layers to ensure reliable AI behavior.Improve system performance through prompt engineering, tool design and retrieval optimization.Tools & TechnologiesPython or TypeScript (preferred)LangGraph, Mastra, CrewAI or similar agent frameworksVector databases (FAISS, PGVector, Pinecone, Weaviate)LLM APIs (OpenAI, Anthropic, Mistral, Llama)Docker & containerized deploymentsGit and CI/CD pipelinesBasic cloud experience (AWS / GCP)Nice to HaveExperience building RAG systems in productionExperience with graph-based knowledge systems (Neo4j, GraphRAG)Experience building multi-agent systemsFamiliarity with cybersecurity concepts or vulnerability managementExperience deploying AI services on cloud infrastructureLocationThis is a hybrid role in Bengaluru and requires a regular in-office presence to collaborate closely with Engineering and Product teams. Being in-office helps foster deep collaboration, faster decision-making and the shared energy of building together - values that define how we operate at Astra.Required Qualifications & Skills2+ years of experience in software engineering, AI engineering or applied ML roles.Candidates should have built at least one end-to-end AI application (RAG system, AI agent, or LLM-powered application) that integrates with external APIs or services.Hands-on experience building AI-based agentic applications.Experience with frameworks like LangGraph, Mastra or similar frameworks.Strong understanding of RAG (Retrieval Augmented Generation) systems and building knowledge bases.Experience orchestrating agentic workflows in distributed systems environments.Experience building AI solutions using LLMs from OpenAI, Anthropic or open-source/self-hosted LLM models.Strong programming skills in Python or TypeScript.Experience integrating LLMs into production applications.Strong problem-solving skills and ability to build scalable AI systems.Why Astra?We're reimagining cybersecurity with products like the API Security Platform and Autonomous Pentesting, helping teams discover, test, and secure Web, Mobile, Cloud, and APIs at scale.Youll be joining a team of builders and problem-solvers who thrive on first-principles thinking, move fast without breaking trust and take pride in shipping products that matter.We work closely with founders, embrace ownership at every level and value curiosity as much as expertise.If youre excited about solving hard problems, scaling products globally and shaping the future of cybersecurity - Astra is the place for you.Annual trips to beaches or mountains (last one was at Wayanad). Health insurance & other benefits            ",/job/detail/ai-engineer-job-in-bangalore-at-astra-security1773054547,Internshala
AM - Model Development,Godrej Capital,Maharashtra,2 year(s),Competitive salary,,3 weeks ago,"Job PurposeWe are looking for Assistant Manager to join our team. In this role, you will be responsible for developing datadriven, analytically rigorous solutions that enable informed and timely decision-making across the credit lifecycle. The role involves building machine learning models, improving analytical processes, driving automation, and contributing to advanced risk intelligence initiatives. A strong passion for modelling, experimentation, and problem-solving is essential.Role1. Model Development & Advanced AnalyticsDevelop and implement credit risk models (PD, LGD, EAD), fraud detection algorithms, collection prioritization models, customer propensity models, and other machine learningbased solutions.Apply statistical techniques and ML algorithms to solve complex business problems across underwriting, portfolio monitoring, and collections.2. Insight Generation & Risk MonitoringIdentify data patterns, uncover trends, and generate actionable insights to strengthen credit decision-making.Perform deep-dive analysis on emerging customer behavior and macro trends to support early warning signals and risk mitigation strategies.3. Data Engineering & Process ImprovementCollaborate with technology teams to enhance data pipelines, improve data quality, and enable scalable model deployment.Contribute to the design, testing, and implementation of production-grade analytical systems.4. Stakeholder ManagementPresent analytical findings, recommendations, and model outcomes to business, risk, and leadership teams in a clear and structured manner.5. Innovation & Alternate Data ExplorationExplore and evaluate alternate data sources to identify new opportunities for credit risk optimization, segmentation, and underwriting enhancements.Qualification & experienceBachelors or Masters degree in Engineering, Economics, Statistics, Mathematics, or any quantitative discipline.24 years of relevant experience in risk analytics, preferably in BFSI.Essential skillsStrong proficiency in SQL for complex data extraction and analysis.Hands-on experience in Python and familiarity with industry-standard ML libraries.Prior exposure to statistical modelling, scorecard development, or policy analytics.            ",/job/detail/am-model-development-job-in-maharashtra-at-godrej-capital1773053528,Internshala
Corporate Treasury,Greystar,Bangalore,No experience required,Competitive salary,,3 weeks ago,"You will be detailed and highly organized, capable of maintaining large data sets at an exceptional level and familiar with corporate treasury operations. You will take pride in the quality of the data and find satisfaction in quickly solving technology-related issues for the treasury team. Being a thoughtful and organized problem solver will support your continued success in this role.Data Management & Analysis:Analyze, validate, and scrub large financial data sets to ensure accuracy and completeness across treasury and accounting systemsCorrect identified data inconsistencies, determine root causes, and, if called for, suggest proper adjustments to prevent future discrepanciesTreasury Operations & Payment Support:Provide daily operational support for technology-related issues through Kyriba, including troubleshooting, escalation, and resolution  typically resolved by end of the business day, 5:00 pm ESTAssist with bank connectivity management, as requestedReporting & KPI Development:Publish and maintain departmental Key Performance Indicator (KPI) dashboards and analytical reports on a recurring basisPublish and maintain value-add business intelligence reports for line-of-business leaders, highlighting trends, performance, and opportunitiesContinuously recommend improvements to reporting accuracy and efficiency through automation and standardized processesOrganization & Process ExcellenceMaintain detailed process documentation and adhere to internal controls and audit standardsCollaborate to identify enhancements to treasury workflows and ensure data governance complianceCross train on the daily Kyriba maintenance processSupport treasury projects, implementations, and system enhancements as assignedRequired Skills, Knowledge, & Competencies:High proficiency in Excel, preferably advancedDemonstrated ability to organize complex data and/or project managementHighly organized with exceptional attention to detail and accuracyInternally motivated to seek out answers, generate ideas, and develop new skillsPreferred Skills, Knowledge, & Competencies:Experience with bank connectivity Experience with bank digital payment formats and railsExperience with Kyriba treasure management system            ",/job/detail/fresher-corporate-treasury-job-in-bangalore-at-greystar1773052992,Internshala
Analyst/Sr Analyst  Portfolio Management,Amherst,Maharashtra,1 year(s),Competitive salary,,3 weeks ago,"Department / Role Overview: Merchant Banking  Portfolio ManagementAmherst Overview Amherst is a vertically integrated real estate investment, development, and operating platform, offering solutions across the U.S. real estate capital stack, including single-family residential (SFR), mortgage-backed securities (MBS), and commercial real estate (CRE). Amherst is headquartered in Austin, TX and New York, NY, in the United States, with regional global offices located in India and Costa Rica. Underpinned by proprietary technology, battle-tested data and mortgage model, and a deep understanding of U.S. real estate markets, Amhersts vertically integrated platform seeks to provide investors a more efficient model to price, finance, and manage real estate with turnkey execution capabilities across the firms debt and equity strategies in the public and private residential, commercial, and mortgage-backed securities markets. Our Single-Family Residential strategy has quickly scaled over the last 10 years to own and operate 40,000+ homes in 30+ markets across 20 states while building a vertically integrated real estate investment and operating platform that manages approximately $18bn in assets (AuM). Across the SFR strategy, Amherst acquires, builds, renovates, leases, finances, manages, and disposes of homes on its own account and for its investors. Outside of the SFR strategy, Amherst is engaged in various strategic initiatives and venture businesses, including commercial real estate debt and equity (all things non-SFR) and mortgage-backed securities advisory. For Further information about The Amherst Group, kindly visit https://www.amherst.com/.Department / Role Overview: Merchant Banking  Portfolio Management The Amherst Merchant Banking business unit oversees investment management activities for Amherst, including the raising of new debt and equity capital, the formation of new ventures, the strategic acquisition and disposition of homes and the management and operation of Amhersts portfolio investments. The Merchant Banking business unit collaborates closely with the other Amherst business units, including the Development and Operator business units, as part of the fully integrated Amherst platform. The Amherst Merchant Banking division is seeking to expand its global footprint in Mumbai, India, with a goal of establishing a team of professionals working across multi-disciplinary functional areas in close collaboration with U.S.-based personnel. The Role is within the Amhersts Merchant Banking Division in the Portfolio Management (PM) group. Our Portfolio Management team sits at the center of the action, serving as leaders and collaborators with every function that serves the lifecycle of our investment products. We seek a highly motivated individual to play a key role in the execution of reporting to investors, shareholders and key stakeholders invested in single-family rental (SFR) properties. We communicate with leading institutional investors frequently and must articulate our strategy and performance well. We are subject matter experts in many areas of the firm including venture strategy, asset management, debt optimization, cash management, financial reporting and performance, valuation, and valuation attribution. This high visibility team serves as the internal fiduciary for investors working across all departments to ensure key messages, analysis, and strategy implementation result in optimal portfolio performance.Job Description (Role & Responsibilities):  Assist Senior Portfolio Managers in the US to maintain and improve upon complex portfolio investment and fund-level models.  Build and maintain portfolio / financial models including cash flow projections, fund-level waterfalls, and IRR calculations, DCF and NPV valuations.  Support Portfolio Managers in developing and maintaining analyses for diverse SFR management strategies.  Perform comprehensive portfolio valuations for all joint ventures and assist Portfolio Managers in identifying key trends.  Maintain an accurate inventory of fund operational reports and any modifications across all investment strategies for our SFR JV investors.  Work with the Manager based in Austin, TX to evaluate and clarify investor requests. Offer alternative solutions and perform a deep dive into operational metrics when applicable.  Responsible for monitoring the performance of operational reports and taking corrective action to optimize or improve the reporting process when necessary.  Support certain PM and Investor Reporting team members based in Austin, Texas. This may include additional reporting asks, or special projects that will build on your understanding of the SFR business.Desired Skills/Qualifications:  Education: Bachelors degree and MBA/ CA/ CFA with financial markets understanding a plus  Experience: 1-4 years of prior experience in Financial Services and/or Real Estate firm preferred. Highly analytical mindset.  Technical: Advanced skills in MS Office Excel and PowerPoint. Prior experience in using Yardi, Tableau, and SQL preferred.  Time Management: Proven ability to manage multiple simultaneous projects and meet deadlines in a fast-paced environment. Must react quickly to requests with a sense of urgency.Qualifying candidates may be asked to complete an excel based Portfolio modeling test and data visualization personality tests.Amhersts core values:  Culture & Conduct: Positive attitude with high integrity. Agile in adapting to a dynamic environment with emerging datapoints. We do the right thing the right way and are accountable for our actions.  Client-Centricity & Business Acumen: Strong Team player, multiple internal/external stakeholders management,  Communication & Connectivity: Strong written and verbal communication skills with clients and management. Collaboration  We align, contribute, and win together.  Execution & Delivery: Self-starter, Proactive, motivated, driven personality, Excellent organizational and time management skills.  Agility  We are nimble and responsive.  Community  We empower and support people to create a sense of belonging for all. Working Shift/ arrangement: US Shift (1:30 PM  10:30 PM - IST)            ",/job/detail/analyst-sr-analyst-portfolio-management-job-in-maharashtra-at-amherst1773052747,Internshala
