provider,region,instance_type,vCPU,ram_gb,storage_gb,bandwidth_tb,contract_type,usage_hours,monthly_cost($)
Azure,us-west-2,memory,4,16,1000,4.08,On-Demand,360,140.83
Azure,us-east-1,compute,8,16,1000,1.73,Reserved,720,108.09
GCP,eu-west-1,memory,8,32,200,0.89,On-Demand,720,115.72
GCP,us-east-1,general,4,16,200,4.61,On-Demand,720,97.75
AWS,us-east-1,memory,8,8,100,1.91,Reserved,720,66.88
AWS,eu-west-1,compute,4,64,500,2.47,Reserved,720,118.32
GCP,us-east-1,memory,4,16,100,1.87,Reserved,360,50.43
AWS,eu-west-1,memory,8,16,1000,3.19,Reserved,360,112.4
Azure,ap-south-1,general,4,32,100,2.23,Reserved,360,75.12
AWS,us-east-1,compute,2,8,500,3.43,On-Demand,720,79.57
AWS,us-west-2,general,8,32,500,2.06,On-Demand,360,145.84
AWS,us-east-1,compute,16,8,500,0.54,On-Demand,720,158.56
GCP,us-west-2,compute,16,64,500,3.91,Reserved,720,182.83
AWS,eu-west-1,general,2,8,200,4.6,Reserved,360,55.15
Azure,us-east-1,compute,4,8,100,0.89,On-Demand,720,56.4
Azure,eu-west-1,general,4,8,100,3.46,On-Demand,360,80.68
AWS,eu-west-1,compute,2,32,200,3.71,On-Demand,360,102.19
Azure,us-east-1,compute,2,8,1000,1.04,Reserved,720,60.9
AWS,eu-west-1,compute,4,16,1000,3.4,On-Demand,360,128
AWS,eu-west-1,general,8,16,200,4.15,On-Demand,360,128.75
Azure,us-west-2,general,16,8,1000,3.03,On-Demand,360,213.64
GCP,ap-south-1,compute,8,32,100,3.15,On-Demand,720,130.77
Azure,ap-south-1,memory,2,32,200,3.63,On-Demand,360,106.54
AWS,us-west-2,compute,4,16,1000,3.52,On-Demand,360,129.08
AWS,ap-south-1,memory,4,8,1000,2.74,On-Demand,720,110.86
Azure,us-east-1,compute,8,64,500,2.09,Reserved,720,144.33
Azure,eu-west-1,compute,4,32,200,2.55,On-Demand,360,112.09
GCP,us-east-1,general,16,32,500,3.88,Reserved,360,152
AWS,us-west-2,general,8,64,1000,1.72,On-Demand,720,210.08
Azure,us-west-2,general,2,32,200,3.15,Reserved,720,73.45
Azure,ap-south-1,memory,16,64,200,4.15,On-Demand,720,268.75
GCP,us-east-1,general,2,16,200,1.04,On-Demand,360,52.97
Azure,us-east-1,compute,4,8,1000,2.14,On-Demand,720,110.73
GCP,eu-west-1,compute,2,64,200,0.65,On-Demand,360,113.48
Azure,ap-south-1,general,2,32,100,3.33,Reserved,360,71.27
GCP,ap-south-1,compute,8,16,500,3.93,On-Demand,720,133.26
AWS,us-west-2,general,2,16,200,3.11,On-Demand,360,74.39
AWS,eu-west-1,compute,4,32,100,4.43,On-Demand,360,119.17
GCP,us-west-2,general,4,32,1000,2.07,On-Demand,720,131.51
AWS,ap-south-1,general,16,16,500,1.77,On-Demand,720,180.83
AWS,ap-south-1,general,16,16,200,3.07,On-Demand,360,179.03
Azure,us-west-2,compute,8,16,100,3.2,Reserved,720,87.47
AWS,us-east-1,general,2,32,100,1.7,On-Demand,720,79.6
GCP,eu-west-1,general,4,64,1000,3.8,On-Demand,360,188.86
GCP,ap-south-1,compute,2,32,500,2.91,On-Demand,720,103.07
AWS,us-east-1,compute,16,64,200,1.33,On-Demand,720,230.57
GCP,ap-south-1,general,8,32,100,2.63,On-Demand,720,126.32
Azure,us-west-2,memory,8,16,100,4,Reserved,360,92.91
Azure,us-east-1,compute,2,16,100,1.19,Reserved,720,39.77
GCP,us-east-1,memory,2,32,200,3.17,On-Demand,720,92.46
AWS,eu-west-1,general,4,8,200,2.62,On-Demand,360,73.78
Azure,us-east-1,memory,2,16,200,3.48,On-Demand,360,81.61
Azure,eu-west-1,general,8,32,100,3.01,On-Demand,720,143.21
AWS,us-east-1,memory,4,32,200,4.17,Reserved,720,87.36
AWS,us-east-1,compute,16,64,100,1.75,Reserved,720,165.49
Azure,ap-south-1,general,2,64,200,4.72,On-Demand,720,163.88
AWS,us-east-1,compute,8,16,200,4.13,On-Demand,720,128.57
GCP,eu-west-1,general,2,64,1000,4.55,Reserved,720,130.34
Azure,ap-south-1,general,8,32,500,3.24,On-Demand,720,164.28
AWS,ap-south-1,compute,16,16,100,0.5,Reserved,360,109.01
AWS,us-west-2,compute,8,64,100,2.87,On-Demand,720,179.93
Azure,us-west-2,compute,2,8,200,0.64,Reserved,720,30.97
AWS,ap-south-1,memory,4,64,500,3.05,Reserved,720,122.08
AWS,eu-west-1,general,8,8,200,1.07,On-Demand,360,89.83
AWS,us-west-2,memory,16,16,200,4.97,On-Demand,720,196.13
Azure,eu-west-1,compute,2,64,200,3.16,On-Demand,360,149.14
GCP,ap-south-1,memory,8,16,1000,4.96,Reserved,720,117.68
AWS,us-west-2,memory,2,64,1000,2.06,On-Demand,720,168.14
Azure,us-west-2,memory,2,8,1000,2.83,Reserved,720,73.08
Azure,ap-south-1,memory,8,8,1000,3.6,On-Demand,720,156.03
GCP,ap-south-1,compute,8,16,100,0.66,On-Demand,360,88.2
AWS,us-east-1,memory,4,64,100,4.56,On-Demand,360,165.14
Azure,ap-south-1,memory,2,8,200,3.4,Reserved,360,49.74
AWS,eu-west-1,compute,8,8,1000,2.11,On-Demand,720,135.19
AWS,ap-south-1,general,4,16,500,1.87,On-Demand,720,91.73
Azure,ap-south-1,memory,2,32,1000,2.86,Reserved,720,98.69
GCP,us-west-2,general,16,8,100,3.72,Reserved,360,115.72
Azure,us-east-1,compute,16,8,500,4.17,On-Demand,720,200.79
AWS,eu-west-1,general,8,8,200,0.63,Reserved,720,61.83
GCP,us-west-2,compute,2,32,1000,3.97,Reserved,720,96.12
Azure,ap-south-1,compute,2,32,500,3.8,Reserved,360,88.07
AWS,ap-south-1,compute,8,8,100,2.03,On-Demand,720,93.97
AWS,us-east-1,compute,2,64,1000,4.95,On-Demand,720,194.15
Azure,us-east-1,compute,8,8,1000,4.11,On-Demand,360,160.85
GCP,ap-south-1,memory,2,32,100,2.45,On-Demand,360,82.03
Azure,us-east-1,compute,2,16,200,1.3,On-Demand,360,61
AWS,us-east-1,compute,2,8,200,0.78,Reserved,720,30.4
AWS,us-west-2,memory,8,32,500,1.28,On-Demand,720,138.82
Azure,us-west-2,memory,16,16,1000,1.87,On-Demand,720,214.44
Azure,ap-south-1,compute,16,8,100,2.17,On-Demand,720,162.99
GCP,us-east-1,memory,16,32,500,3.59,On-Demand,720,208.63
AWS,eu-west-1,compute,8,8,100,2.08,On-Demand,360,94.42
AWS,us-west-2,general,2,32,200,4.36,Reserved,720,77.79
Azure,ap-south-1,compute,4,16,1000,2.28,Reserved,360,89.15
AWS,us-west-2,memory,4,16,1000,1.05,Reserved,360,76.93
AWS,us-west-2,general,4,32,100,3.61,On-Demand,720,111.79
Azure,us-west-2,compute,4,16,100,0.73,On-Demand,360,66.64
Azure,us-east-1,compute,4,16,500,2.94,On-Demand,720,106.43
AWS,us-west-2,memory,2,64,200,4.42,On-Demand,720,153.38
GCP,ap-south-1,compute,16,64,200,2.07,On-Demand,360,225.37
Azure,ap-south-1,memory,2,16,100,2.8,On-Demand,360,70.46
Azure,eu-west-1,general,4,32,200,4.3,Reserved,360,92.61
GCP,us-west-2,memory,2,32,100,0.85,On-Demand,720,68.35
AWS,us-east-1,general,4,16,100,2.99,On-Demand,720,83.81
AWS,ap-south-1,memory,8,32,200,3.9,On-Demand,360,148.9
GCP,us-east-1,general,16,16,200,1.87,On-Demand,360,159.82
GCP,us-west-2,compute,4,8,200,0.61,Reserved,720,38.09
GCP,us-east-1,memory,4,16,200,4.08,On-Demand,720,93.21
Azure,us-east-1,general,16,8,100,2.42,On-Demand,720,165.35
Azure,eu-west-1,compute,8,16,100,1.16,On-Demand,720,102.21
Azure,eu-west-1,compute,16,8,500,1.66,On-Demand,360,177.07
GCP,us-west-2,general,8,16,200,3.32,On-Demand,360,115.22
GCP,ap-south-1,memory,2,8,200,0.67,On-Demand,360,39.17
AWS,us-east-1,compute,16,8,200,1.18,On-Demand,720,150.82
GCP,ap-south-1,general,8,64,100,0.8,Reserved,720,110.33
AWS,eu-west-1,general,8,64,100,1.96,On-Demand,720,171.74
Azure,ap-south-1,memory,8,8,1000,0.55,On-Demand,720,127.21
AWS,us-east-1,compute,2,64,1000,0.94,On-Demand,720,158.06
GCP,ap-south-1,compute,4,16,1000,4.76,Reserved,720,95.92
Azure,ap-south-1,compute,16,16,100,2.73,On-Demand,360,180.04
AWS,eu-west-1,compute,16,64,200,3.27,On-Demand,360,248.03
AWS,eu-west-1,general,16,64,1000,4.51,Reserved,360,212.54
AWS,ap-south-1,general,2,32,1000,1.44,On-Demand,720,117.76
AWS,ap-south-1,compute,16,64,1000,1.97,On-Demand,720,272.33
Azure,us-west-2,general,8,8,1000,1.71,On-Demand,720,138.17
Azure,ap-south-1,compute,2,64,200,1.67,On-Demand,720,135.06
GCP,ap-south-1,compute,4,32,500,4.79,On-Demand,720,133.39
Azure,eu-west-1,memory,8,8,200,1.07,Reserved,720,67.91
GCP,eu-west-1,general,2,8,1000,4.45,On-Demand,720,105.69
GCP,us-east-1,general,16,32,500,0.88,On-Demand,720,185.46
Azure,eu-west-1,compute,8,32,200,3.62,On-Demand,720,153.7
GCP,eu-west-1,general,2,64,500,3.66,Reserved,720,109.47
Azure,us-east-1,memory,2,16,1000,3.45,Reserved,360,85.77
AWS,ap-south-1,compute,2,32,1000,1.24,On-Demand,720,115.96
GCP,us-west-2,general,4,64,500,0.91,On-Demand,360,142.78
Azure,us-east-1,memory,16,32,1000,2.74,On-Demand,720,246.18
AWS,us-west-2,general,4,16,100,1.56,On-Demand,360,70.94
GCP,eu-west-1,general,8,8,100,1.11,On-Demand,360,81.41
AWS,us-west-2,memory,16,8,100,2.1,On-Demand,720,154.6
AWS,us-west-2,general,4,64,100,3.73,On-Demand,360,157.67
AWS,us-east-1,compute,4,32,100,3.15,Reserved,360,77.51
Azure,us-east-1,memory,8,8,500,3.24,On-Demand,720,129
AWS,ap-south-1,memory,16,32,100,4.06,Reserved,360,148.2
AWS,us-west-2,general,2,16,1000,3.88,On-Demand,720,117.32
AWS,us-west-2,general,4,32,200,3.23,On-Demand,360,112.87
AWS,ap-south-1,general,8,16,500,1.95,Reserved,720,88.16
AWS,us-west-2,compute,16,64,500,0.6,On-Demand,360,237.5
GCP,ap-south-1,compute,2,64,500,4.1,On-Demand,720,155.8
AWS,ap-south-1,compute,4,64,200,1.55,On-Demand,720,142.55
GCP,ap-south-1,memory,2,64,1000,2.17,On-Demand,720,160.67
GCP,us-west-2,compute,8,32,500,4.54,On-Demand,720,159.75
GCP,eu-west-1,general,8,16,100,1.42,On-Demand,360,94.7
AWS,us-west-2,compute,16,16,500,1.07,On-Demand,360,174.53
AWS,us-west-2,memory,8,32,1000,2.63,On-Demand,360,173.47
AWS,us-west-2,general,4,8,200,3.14,On-Demand,720,78.46
GCP,eu-west-1,compute,2,64,1000,4.53,Reserved,720,130.21
AWS,us-east-1,compute,16,32,1000,4.61,Reserved,720,180.93
Azure,us-east-1,memory,16,8,100,4.1,On-Demand,360,181.23
Azure,eu-west-1,memory,2,8,1000,4.87,On-Demand,720,120.78
GCP,us-west-2,general,4,16,100,0.83,On-Demand,360,61.15
Azure,us-west-2,memory,8,64,200,3.31,On-Demand,720,197.81
Azure,eu-west-1,memory,2,16,200,4.33,Reserved,360,64.54
AWS,us-east-1,general,4,32,100,1.87,Reserved,720,69.21
Azure,us-west-2,memory,16,32,100,0.56,On-Demand,720,183.06
GCP,eu-west-1,memory,8,32,500,4.78,On-Demand,720,161.8
AWS,eu-west-1,compute,4,32,500,4.8,On-Demand,360,140.5
Azure,eu-west-1,compute,4,8,100,3.8,On-Demand,720,83.9
AWS,us-west-2,memory,2,8,1000,1.54,On-Demand,720,85.06
Azure,eu-west-1,memory,4,8,100,1.65,On-Demand,720,63.58
AWS,ap-south-1,compute,16,32,200,1.78,On-Demand,360,189.82
Azure,us-east-1,compute,2,64,200,4.04,On-Demand,720,157.46
AWS,us-west-2,general,2,16,1000,1.86,On-Demand,360,99.14
GCP,eu-west-1,compute,16,16,500,3.4,On-Demand,360,185.72
Azure,us-west-2,memory,16,64,200,1.28,On-Demand,360,241.63
GCP,us-west-2,general,4,16,1000,2.3,On-Demand,360,112.2
Azure,ap-south-1,compute,4,16,200,3.46,On-Demand,720,97.17
GCP,eu-west-1,compute,4,8,200,4.25,On-Demand,720,84.03
AWS,ap-south-1,general,2,8,1000,0.77,On-Demand,720,78.13
Azure,us-east-1,compute,4,16,1000,2.16,On-Demand,720,122.68
AWS,us-east-1,general,8,16,1000,3.06,On-Demand,720,154.94
Azure,ap-south-1,memory,4,8,200,4.15,On-Demand,720,91.93
Azure,ap-south-1,general,16,16,500,1.47,Reserved,720,134.67
GCP,us-east-1,general,2,16,500,0.7,On-Demand,720,62.89
Azure,eu-west-1,memory,2,8,100,4.37,On-Demand,360,73.53
GCP,eu-west-1,general,2,32,200,0.68,Reserved,720,51.25
Azure,us-west-2,compute,4,64,100,0.62,On-Demand,720,136.16
Azure,us-east-1,general,2,16,200,1.71,Reserved,720,46.71
Azure,us-west-2,general,8,16,200,4.63,On-Demand,720,139.72
GCP,ap-south-1,compute,4,16,1000,3.07,Reserved,720,85.52
GCP,ap-south-1,memory,16,8,200,3.39,Reserved,360,116.77
GCP,ap-south-1,memory,16,8,100,3.82,On-Demand,720,161.58
AWS,ap-south-1,general,8,8,100,4.88,On-Demand,360,119.62
Azure,us-west-2,memory,2,16,1000,3.23,Reserved,720,84.27
AWS,us-east-1,general,4,32,1000,3.43,On-Demand,360,150.67
GCP,us-west-2,general,2,8,500,3.91,On-Demand,360,79.7
AWS,us-east-1,memory,2,16,200,1.49,On-Demand,360,59.81
Azure,us-west-2,general,8,64,500,1.79,Reserved,720,142.29
GCP,ap-south-1,memory,4,16,500,3.66,On-Demand,720,102.45
Azure,eu-west-1,compute,16,32,100,3.62,On-Demand,360,211.97
GCP,eu-west-1,memory,4,8,1000,1.42,Reserved,720,67.7
AWS,us-east-1,compute,16,16,200,2.97,On-Demand,360,178.13
GCP,ap-south-1,compute,2,64,1000,4.29,On-Demand,720,178.8
GCP,eu-west-1,general,4,64,100,1.24,Reserved,720,92.52
GCP,us-west-2,general,16,16,100,4.48,Reserved,360,128.06
GCP,us-west-2,compute,8,16,1000,4.53,On-Demand,720,159.76
Azure,eu-west-1,compute,16,32,100,3.3,On-Demand,720,208.95
AWS,eu-west-1,compute,16,32,1000,4.35,On-Demand,720,248.95
Azure,us-west-2,memory,2,32,500,3.37,On-Demand,720,118.26
AWS,ap-south-1,memory,8,8,100,3.85,On-Demand,720,110.35
AWS,us-west-2,memory,4,16,100,4.6,On-Demand,720,98.3
Azure,ap-south-1,memory,2,8,500,1.95,Reserved,360,50.08
Azure,us-west-2,compute,16,64,1000,0.78,Reserved,720,197.78
Azure,us-west-2,memory,4,16,100,3.95,On-Demand,720,97.07
AWS,ap-south-1,memory,4,64,1000,4.18,On-Demand,720,202.22
AWS,us-east-1,memory,4,64,100,4.66,On-Demand,360,166.04
Azure,us-east-1,compute,16,32,1000,1.96,On-Demand,720,238.81
GCP,ap-south-1,memory,4,32,500,2.73,On-Demand,720,115.78
GCP,us-east-1,memory,4,16,100,0.89,On-Demand,360,61.66
GCP,ap-south-1,memory,8,32,100,2.81,On-Demand,360,127.86
AWS,us-east-1,memory,4,32,1000,1.74,Reserved,360,97.53
AWS,us-east-1,compute,16,16,100,4.11,Reserved,720,132.4
GCP,ap-south-1,memory,4,64,1000,1.98,On-Demand,720,173.3
GCP,us-west-2,general,2,32,1000,1.92,On-Demand,720,115.98
Azure,us-east-1,general,2,64,500,2.11,Reserved,360,110.44
Azure,us-west-2,compute,4,64,1000,1.59,On-Demand,720,187.86
GCP,us-west-2,compute,4,64,1000,1.04,Reserved,720,118.99
GCP,us-east-1,general,16,8,500,3.73,On-Demand,720,177.91
GCP,us-east-1,memory,2,16,1000,1.99,Reserved,360,68.61
AWS,eu-west-1,general,8,16,100,2.33,On-Demand,720,107.87
AWS,eu-west-1,compute,4,8,500,1.32,Reserved,720,54.42
GCP,us-west-2,memory,16,8,500,4.42,On-Demand,360,183.81
AWS,us-west-2,compute,8,16,500,2.64,On-Demand,720,128.66
AWS,us-east-1,memory,4,8,100,1.08,Reserved,360,39.9
AWS,eu-west-1,memory,8,32,500,1.62,On-Demand,720,141.88
GCP,us-west-2,general,4,8,200,2.76,On-Demand,360,71.29
Azure,us-west-2,memory,2,16,100,4.68,On-Demand,360,88.22
AWS,ap-south-1,compute,4,8,100,4.88,On-Demand,720,89.62
GCP,ap-south-1,compute,4,8,1000,4.92,On-Demand,720,123.96
Azure,eu-west-1,compute,16,64,100,2,On-Demand,360,243.7
GCP,us-west-2,compute,4,8,100,4.45,On-Demand,360,81.46
GCP,eu-west-1,memory,4,16,1000,3.15,On-Demand,360,119.46
AWS,eu-west-1,general,2,32,200,3.63,On-Demand,720,101.47
GCP,us-east-1,compute,2,8,1000,4.09,Reserved,720,73.88
AWS,us-west-2,compute,16,16,500,1.26,On-Demand,720,176.24
Azure,us-east-1,compute,2,8,500,0.74,Reserved,720,41.85
Azure,us-east-1,memory,16,16,200,3.65,Reserved,720,139.29
AWS,us-east-1,general,8,32,100,4.19,On-Demand,720,147.01
Azure,eu-west-1,memory,8,16,100,1.29,Reserved,360,74.47
AWS,ap-south-1,compute,4,32,200,2.48,On-Demand,720,106.12
AWS,us-west-2,general,4,32,200,2.89,On-Demand,360,109.81
Azure,ap-south-1,memory,8,32,200,2.5,On-Demand,720,143.12
Azure,ap-south-1,general,2,64,200,3.13,Reserved,720,107.18
GCP,eu-west-1,memory,2,32,100,4.65,On-Demand,720,100.84
AWS,us-west-2,general,16,64,500,4.66,On-Demand,720,274.04
Azure,eu-west-1,compute,8,8,200,0.79,Reserved,360,66.01
Azure,ap-south-1,compute,2,16,200,2.16,Reserved,720,49.78
Azure,ap-south-1,general,2,32,100,1.91,On-Demand,720,85.56
GCP,us-east-1,memory,16,64,1000,2.25,Reserved,720,188
Azure,us-west-2,memory,2,8,200,1.83,On-Demand,360,54.25
Azure,ap-south-1,general,8,32,200,3.44,Reserved,720,109.44
AWS,ap-south-1,general,16,8,200,3.68,On-Demand,720,173.32
Azure,ap-south-1,memory,4,16,100,4.24,Reserved,360,71.87
GCP,ap-south-1,general,2,16,1000,0.54,On-Demand,360,82.9
AWS,ap-south-1,compute,4,16,1000,4.53,On-Demand,720,138.17
Azure,eu-west-1,compute,16,8,200,2.68,On-Demand,360,172.54
AWS,ap-south-1,compute,4,32,200,2.07,On-Demand,360,102.43
GCP,us-east-1,general,2,64,1000,1.03,On-Demand,360,150.93
GCP,us-east-1,general,4,32,1000,2.77,On-Demand,360,137.49
GCP,us-west-2,general,2,64,500,1.86,On-Demand,720,136.65
Azure,ap-south-1,memory,2,16,100,3.82,On-Demand,720,80.09
Azure,us-east-1,compute,16,32,200,2.56,On-Demand,720,206.68
GCP,us-east-1,general,2,8,100,1.34,Reserved,360,29.25
GCP,us-west-2,general,4,64,100,2.63,On-Demand,720,140.38
Azure,us-east-1,general,16,32,500,4.11,On-Demand,720,235.5
Azure,ap-south-1,compute,16,32,100,1.68,On-Demand,720,193.64
GCP,eu-west-1,memory,16,16,500,4.81,On-Demand,360,197.78
GCP,ap-south-1,general,4,8,200,4.61,On-Demand,360,87.11
AWS,eu-west-1,memory,4,8,1000,4.98,On-Demand,360,131.02
AWS,ap-south-1,compute,16,8,500,0.7,On-Demand,360,160
Azure,ap-south-1,memory,16,64,100,4.3,On-Demand,720,265.44
GCP,us-east-1,memory,8,32,1000,4.07,On-Demand,720,177.11
Azure,eu-west-1,general,16,8,1000,2.95,On-Demand,720,212.89
AWS,eu-west-1,memory,4,64,200,4.97,Reserved,360,124.8
Azure,us-west-2,memory,2,16,200,3.32,On-Demand,720,80.09
Azure,ap-south-1,compute,2,16,100,2.53,On-Demand,360,67.9
Azure,us-east-1,compute,4,16,1000,3.72,Reserved,360,98.95
Azure,us-east-1,memory,4,32,1000,2.36,Reserved,360,106.63
GCP,us-west-2,general,8,8,200,4.81,Reserved,360,84.47
GCP,us-east-1,general,8,64,200,1.05,On-Demand,360,159.65
Azure,ap-south-1,memory,2,16,1000,3.24,Reserved,720,84.34
AWS,ap-south-1,general,2,16,200,2.81,On-Demand,360,71.69
GCP,ap-south-1,general,4,32,500,4.34,On-Demand,720,129.54
Azure,us-east-1,general,4,16,200,4.15,On-Demand,360,103.69
GCP,us-west-2,general,4,8,100,2.83,On-Demand,720,67.61
Azure,us-west-2,memory,2,32,500,1.36,On-Demand,360,99.27
GCP,ap-south-1,general,16,8,1000,1.78,Reserved,720,131.48
GCP,us-west-2,memory,8,16,200,4.13,On-Demand,720,122.14
Azure,us-west-2,compute,2,8,500,1.21,Reserved,720,45.05
GCP,us-west-2,general,4,8,500,3.02,On-Demand,720,86.34
GCP,eu-west-1,general,2,32,500,0.63,On-Demand,720,83.57
Azure,us-west-2,general,16,16,500,4.69,On-Demand,360,217.47
Azure,eu-west-1,memory,8,32,100,2.22,On-Demand,720,135.74
Azure,ap-south-1,memory,8,8,200,0.61,On-Demand,720,89.97
Azure,eu-west-1,memory,8,64,200,3.93,On-Demand,720,203.67
AWS,us-west-2,general,4,16,200,1.88,Reserved,720,56.39
GCP,eu-west-1,memory,4,16,200,3.49,On-Demand,720,88.17
Azure,ap-south-1,general,16,32,500,4.5,On-Demand,360,239.19
Azure,us-west-2,compute,4,16,200,1.98,Reserved,720,59.89
AWS,us-east-1,compute,2,8,500,3.98,On-Demand,360,84.52
GCP,us-west-2,memory,4,16,1000,0.62,On-Demand,720,97.83
AWS,us-west-2,general,4,32,100,1.19,Reserved,720,64.81
Azure,us-east-1,compute,2,8,100,2.87,Reserved,360,42.74
GCP,us-west-2,memory,4,16,100,2.71,On-Demand,720,77.23
GCP,ap-south-1,general,2,8,100,1.9,On-Demand,720,45.41
GCP,us-east-1,compute,4,16,500,1.67,On-Demand,360,85.43
GCP,eu-west-1,memory,2,8,200,1.36,On-Demand,720,45.07
Azure,eu-west-1,memory,2,64,1000,2.48,Reserved,720,129.97
AWS,ap-south-1,memory,16,8,200,1.57,On-Demand,360,154.33
GCP,us-east-1,general,16,32,1000,2.72,On-Demand,720,222.57
AWS,us-west-2,compute,2,16,500,3.73,On-Demand,720,93.47
AWS,ap-south-1,memory,4,8,1000,0.68,On-Demand,360,92.32
AWS,us-west-2,compute,8,16,200,4.07,On-Demand,360,128.03
GCP,us-west-2,memory,4,16,200,3.59,On-Demand,360,89.02
Azure,us-east-1,compute,2,16,200,3.44,On-Demand,720,81.23
GCP,us-east-1,general,2,32,500,3.59,On-Demand,720,108.88
AWS,us-east-1,general,2,16,200,2.75,On-Demand,360,71.15
AWS,us-east-1,compute,4,64,1000,0.65,Reserved,720,122.72
AWS,us-east-1,memory,2,16,1000,4.97,On-Demand,720,127.13
AWS,ap-south-1,compute,4,32,500,0.58,On-Demand,360,102.52
Azure,ap-south-1,general,8,8,200,3.36,On-Demand,360,115.96
GCP,ap-south-1,memory,2,32,200,4.2,Reserved,360,72.91
AWS,eu-west-1,compute,8,8,200,3.62,On-Demand,720,112.78
Azure,us-east-1,general,2,16,500,2.88,Reserved,360,64.88
Azure,eu-west-1,memory,4,64,500,0.7,On-Demand,720,155.82
GCP,ap-south-1,general,8,8,1000,3.44,On-Demand,360,139.8
AWS,eu-west-1,general,8,8,1000,0.66,Reserved,720,87.94
Azure,eu-west-1,general,4,32,1000,1.81,Reserved,720,102.88
GCP,eu-west-1,memory,16,64,500,1.15,On-Demand,360,230.33
GCP,us-east-1,general,2,8,100,0.79,On-Demand,360,35.92
Azure,eu-west-1,general,2,16,500,0.73,On-Demand,360,69.79
Azure,ap-south-1,memory,2,16,200,3.02,On-Demand,720,77.26
AWS,eu-west-1,memory,4,32,1000,1.3,On-Demand,720,131.5
GCP,ap-south-1,general,2,32,1000,2.72,On-Demand,360,122.82
GCP,eu-west-1,memory,2,64,500,2.94,On-Demand,360,145.88
AWS,us-east-1,memory,4,16,500,3.25,On-Demand,720,104.15
AWS,us-west-2,general,4,8,200,4.2,Reserved,720,63.36
GCP,us-west-2,general,4,32,500,3.12,On-Demand,360,119.11
GCP,eu-west-1,compute,8,16,100,3.32,On-Demand,360,110.94
AWS,us-west-2,memory,2,32,500,2.47,Reserved,720,75.26
Azure,eu-west-1,memory,8,16,200,1.64,On-Demand,720,111.47
GCP,eu-west-1,memory,4,8,500,4.43,On-Demand,360,98.39
Azure,us-east-1,memory,8,32,200,0.75,On-Demand,720,126.58
GCP,us-west-2,general,8,64,1000,3.89,On-Demand,720,218.13
GCP,us-west-2,general,16,8,1000,2.28,On-Demand,720,186.88
Azure,ap-south-1,memory,4,32,200,4.42,On-Demand,720,129.76
AWS,ap-south-1,general,8,16,100,1.65,On-Demand,720,101.75
AWS,eu-west-1,compute,2,8,100,2.46,On-Demand,720,52.84
GCP,ap-south-1,memory,8,8,200,4.52,On-Demand,360,114.84
Azure,ap-south-1,general,2,32,200,0.94,Reserved,720,58.41
Azure,ap-south-1,compute,4,16,500,2.84,On-Demand,720,105.48
Azure,us-west-2,general,8,16,100,1.98,Reserved,360,79.17
GCP,us-east-1,compute,2,16,200,4.32,Reserved,360,58.33
GCP,us-east-1,compute,4,8,200,1.9,On-Demand,720,63.93
Azure,ap-south-1,compute,4,16,500,4.61,Reserved,720,87.99
Azure,ap-south-1,compute,4,8,1000,4.52,Reserved,720,95.92
Azure,ap-south-1,memory,8,8,1000,3.46,Reserved,360,111.39
Azure,us-west-2,compute,8,8,500,0.89,Reserved,360,76.89
GCP,us-east-1,general,4,16,500,4.9,On-Demand,720,113.05
AWS,us-west-2,compute,16,32,100,1.27,On-Demand,720,180.73
AWS,eu-west-1,general,8,32,1000,1.16,On-Demand,360,160.24
AWS,us-west-2,memory,16,8,500,1.5,On-Demand,720,167.2
AWS,us-east-1,memory,16,64,200,2.34,On-Demand,720,239.66
AWS,us-west-2,general,16,16,100,2.5,On-Demand,360,169.4
AWS,us-east-1,general,4,32,1000,4.16,Reserved,720,113.21
Azure,eu-west-1,compute,2,8,500,0.54,On-Demand,720,56.24
Azure,us-west-2,memory,16,16,100,2.51,On-Demand,720,177.96
AWS,ap-south-1,memory,16,64,200,1.67,On-Demand,720,233.63
AWS,ap-south-1,memory,2,8,200,1.7,Reserved,720,36.36
GCP,ap-south-1,general,16,32,1000,1.32,On-Demand,720,210.6
GCP,eu-west-1,memory,2,32,500,4.28,On-Demand,360,114.78
GCP,eu-west-1,compute,16,8,200,1.73,Reserved,720,106.55
AWS,us-west-2,compute,2,8,500,3.59,Reserved,360,58.33
GCP,ap-south-1,general,4,8,1000,3.76,On-Demand,360,114.04
GCP,us-west-2,general,4,8,100,4.23,Reserved,720,57.3
AWS,us-west-2,memory,4,64,100,2.95,On-Demand,720,150.65
AWS,ap-south-1,compute,16,16,1000,1.03,On-Demand,720,196.67
AWS,eu-west-1,compute,2,32,100,0.59,Reserved,720,50.12
Azure,us-east-1,general,16,64,200,4.69,Reserved,360,197.17
AWS,us-west-2,compute,4,8,500,1.52,On-Demand,360,77.38
GCP,ap-south-1,memory,4,64,500,2.05,On-Demand,720,152.52
AWS,eu-west-1,general,2,8,500,2.95,On-Demand,720,75.25
Azure,ap-south-1,memory,4,64,500,1.55,On-Demand,720,163.85
Azure,us-west-2,general,2,16,200,3.93,On-Demand,720,85.86
GCP,eu-west-1,compute,16,8,500,3.38,On-Demand,720,174.91
Azure,us-east-1,memory,2,32,500,1.2,On-Demand,360,97.76
GCP,eu-west-1,compute,4,16,100,0.99,On-Demand,720,62.52
Azure,ap-south-1,compute,4,32,1000,4.05,On-Demand,720,164.06
