job_category,job_title,company_name,location,experience,experience_level,salary,salary_category,skills,skill_count,posted_time,job_description,job_link,source
AI Engineer,python gen ai engineer,persistent systems,maharashtra,1,Fresher,competitive salary,Not Disclosed,not specified,3,3 weeks ago,"about position: we are looking for a passionate and enthusiastic fullstack genai developer to join our team in pune. this is an excellent opportunity for fresh graduates or candidates with up to 1 year of experience who are eager to start their career in a fast-paced and innovative environment. you will work on cutting-edge generative ai (gen ai) projects and gain hands-on experience in building impactful solutions.role: python gen ai engineerlocation: puneexperience: 1 to 3 yearsjob type: full time employmentwhat you'll do: collaborate with the ai/ml team to design and develop gen ai-based applications.write clean, efficient, and scalable code in python.work on integrating agentic frameworks into ai workflows.develop responsive and intuitive ui using reactparticipate in all phases of the software development lifecycle, from design to deployment.research and experiment with new gen ai tools and technologies to integrate into ongoing projects.optimize prompt strategies, context handling, and agent performance.support deployment of applications on cloud platforms.troubleshoot and debug technical issues as they arise.continuously learn and contribute to team innovation.expertise you'll bring: strong foundation and hands-on experience in python programming.understanding of vector databases (e.g. pinecone)hands-on knowledge of at least one agentic framework  rag, lang graph, with a focus on orchestrating multi-agent workflows.exposure to generative ai concepts (llms, prompt engineering, embeddings) and enthusiasm for applying them in real-world scenarios.ability to design and implement autonomous agents that can reason, plan, and interact with apis, tools, and data sources.exposure to cloud platforms (azure / aws / gcp).basic knowledge of docker, ci/cd pipelines, and deployments.self-motivated with a passion to explore the ai/ml space.strong problem-solving mindset with a knack for debugging complex agent behaviors and optimizing performanceeffective communication skills to articulate technical ideas and collaborate with cross-functional teams.benefits:competitive salary and benefits packageculture focused on talent development with quarterly growth opportunities and company-sponsored higher education and certificationsopportunity to work with cutting-edge technologiesemployee engagement initiatives such as project parties, flexible work hours, and long service awardsannual health check-upsinsurance coverage: group term life, personal accident, and mediclaim hospitalization for self, spouse, two children, and parentsvalues-driven, people-centric & inclusive work environment:persistent is dedicated to fostering diversity and inclusion in the workplace. we invite applications from all qualified individuals, including those with disabilities, and regardless of gender or gender preference. we welcome diverse candidates from all backgrounds.we support hybrid work and flexible hours to fit diverse lifestyles.our office is accessibility-friendly, with ergonomic setups and assistive technologies to support employees with physical disabilities.if you are a person with disabilities and have specific requirements, please inform us during the application process or at any time during your employmentlet's unleash your full potential at persistent""persistent is an equal opportunity employer and prohibits discrimination and harassment of any kind.""            ",/job/detail/python-gen-ai-engineer-job-in-maharashtra-at-persistent-systems1773448280,internshala
Data Scientist,data scientist,infosys finacle,bangalore,2,Fresher,competitive salary,Not Disclosed,not specified,3,3 weeks ago,"jd:job summary:we are seeking a highly experienced and innovative senior data scientist / ai specialist to join our team. the ideal candidate will have a strong background in statistical analysis, machine learning, and ai model deployment. you will work on cutting-edge ai solutions, collaborate with industry leaders, and contribute to transformative projects that drive business impact.key responsibilities:develop and implement advanced ai algorithms and statistical modelscollaborate with cross-functional teams to deliver impactful ai solutionsdesign experiments to interrogate and extract insights from large datasetshost models and convert them into apis for scalable deploymentapply predictive modeling to optimize customer experience, revenue, and targetingpromote explainable and responsible ai practicesconduct research and develop prototypes and proof-of-conceptsidentify opportunities to reuse insights, datasets, and models across functionsstay curious and enthusiastic about solving problems with algorithmsembrace a fast-paced, experimental mindset:  move fast, break things, learn, make historyrequired skills & qualifications:minimum 3+ years of experience in data science, ai, or related fieldsstrong analytical and problem-solving skillsproficiency in statistical programming languages such as python and sqldeep understanding of statistical techniques: regression, distributions, hypothesis testingexperience with machine learning algorithms: regression, simulation, clustering, decision trees, neural networksability to host models and make them api-convertibleexcellent communication and presentation skills to explain complex concepts to non-technical stakeholderspreferred attributes:passion for innovation and continuous learningability to work in a dynamic and fast-paced environmentstrong collaboration and stakeholder management skillsexperience- 2 to 10 yearslocation - chennai , bangaloreinterested people can send resume at -peauka.dey@infosys.comabout finaclefinacle is an industry leader in digital banking solutions. we partner with emerging and established financial institutions to inspire better banking. our cloud-native solution suite and saas services help banks to engage, innovate, operate, and transform better. we are a business unit of edgeverve systems, a wholly-owned product subsidiary of infosys  a global technology leader with over usd 15 billion in annual revenues. we are differentiated by our functionally-rich solution suite, composable architecture, culture, and entrepreneurial spirit of a start-up. we are also known for an impeccable track record of helping financial institutions of all sizes drive digital transformation at speed and scale.today, financial institutions in more than 100 countries rely on finacle to help more than a billion people and millions of businesses to save, pay, borrow, and invest better.finacle website (https://www.edgeverve.com/finacle/solutions/)disclaimer :- edgeverve systems does not engage with external manpower agencies or charge any fees from candidates for recruitment. if you encounter such scams, please report them immediately.            ",/job/detail/data-scientist-job-in-bangalore-at-infosys-finacle1773362136,internshala
AI Engineer,nlp / agentic ai / generative ai engineer,bpmlinks,nanakramguda,2,Fresher,competitive salary,Not Disclosed,not specified,3,3 weeks ago,"location: hyderabad (in-office) | type: full-time experience: 2-5 years ### role overviewwe are looking for an engineer who can build and deploy ai-powered applications using large language models and agentic frameworks. you will be responsible for designing, developing, and shipping intelligent systems that interact with users and automate complex workflows. ### responsibilities- build and deploy ai-powered applications and apis using llms and agentic frameworks- design and implement rag (retrieval-augmented generation) pipelines for knowledge-grounded applications- develop robust, production-ready apis using fastapi- integrate llms into product workflows with effective prompt engineering and orchestration- evaluate and iterate on ai system outputs for quality, safety, and reliability- collaborate with product and engineering teams to ship features end-to-end ### required qualifications- bachelor's or master's degree in computer science, ai, or a related field- 2-5 years of experience building and deploying ai or software applications- proficiency in a **subset** of the following: langchain, fastapi, prompt engineering, rag architectures, llm integration and orchestration, api development, building and deploying ai apps to production- strong python programming skills- demonstrated ability to take an ai application from prototype to deployment ### nice to have- experience with cloud platforms (aws, gcp, or azure) for hosting and scaling ai applications- experience with model fine-tuning, including a theoretical understanding of training procedures, loss functions, and optimization strategies- familiarity with evaluation frameworks for llm-based systems            ",/job/detail/nlp-agentic-ai-generative-ai-engineer-job-in-nanakramguda-at-bpmlinks1773362058,internshala
AI Engineer,generative ai engineer,l&t technology services,maharashtra,2,Fresher,competitive salary,Not Disclosed,not specified,3,3 weeks ago,"location: pune experience: 35 years (minimum 2 years in generative ai)we are seeking an experienced genai engineer with strong hands-on expertise in building and deploying generative ai solutions. the ideal candidate will possess:key responsibilitiesdevelop and optimize agentic rag (retrieval-augmented generation) models using langchain and langgraph.design, build, and deploy genai systems within big data environments.collaborate with cross-functional teams to integrate genai capabilities into enterprise applications.ensure model scalability, reliability, and performance across use cases.required skills & experienceoverall experience: 45 years.genai experience: minimum 2 years of hands-on work.strong implementation skills in langchain, langgraph, vector databases, and llm orchestration frameworks.practical knowledge of deploying ai/ml workloads in big data or distributed systems.proficiency in python and familiarity with modern llm frameworks.            ",/job/detail/generative-ai-engineer-job-in-maharashtra-at-l-t-technology-services1773361953,internshala
Other,data associate,arcana,coimbatore,0,Not Disclosed,competitive salary,Not Disclosed,not specified,3,3 weeks ago,"we are seeking a detail-oriented data associate to join our growing team. as a data associate, you will work closely with our product managers, financial analysts, and engineers to ensure high-quality data integration, analysis, and maintenance. the ideal candidate will have a passion for working with large datasets, a strong analytical mindset, and a desire to make an impact in the financial technology space.responsibilities: work with large datasets to ensure data accuracy, consistency, and integrity across databases.partner with product and engineering teams to identify and implement process improvements and automation tools to enhance data quality and operational efficiency.support internal teams by creating and maintaining internal reports and dashboards.diagnose and highlight data pipeline issues, escalating complex problems as needed.respond promptly to data-related inquiries and requests from clients, internal teams (sales, services), and external data providers/partners.collaborate with regional teams on shared operational workflows and cross-functional projects.maintain and update team resources and procedural documentation, and ensure accurate recording of metrics for internal reporting and analytics.conduct daily verification checks to ensure the accuracy and timely availability of client portfolio data, adhering to defined slas.requirements: bachelor's degree in a relevant field (mathematics, statistics, data science, finance, economics, or related disciplines).gpa of 8.0+ is requiredstrong understanding of data management and analytics.proficiency in excel and/or other data analysis tools.excellent communication and interpersonal skills for engaging with internal and external data partners.consistent track record of multitasking and prioritizing effectively in a fast-paced environment, and remaining calm under pressure.open to working flexible hours (early morning, day shift, evening shift)            ",/job/detail/fresher-data-associate-job-in-coimbatore-at-arcana1773275685,internshala
Data Analyst,datacenter analyst,secure meters limited,rajasthan,2,Fresher,competitive salary,Not Disclosed,not specified,3,3 weeks ago,"job description:monitor and validate monthly billing data for ht and non-ht consumers.identify discrepancies in billing data and coordinate with relevant departments for corrections.ensure accurate processing and reporting of consumer energy consumption data.perform basic meter data analysis to identify abnormal consumption patterns.handle remote meter reading systems and data retrieval from smart meters.use cmri (common meter reading instrument) data for verification and reconciliation.maintain data accuracy between field meter readings and system records.understand electrical parameters such as voltage, current, power factor, demand, and energy consumption.analyze energy flow from transmission to distribution systems.assist in identifying energy losses and operational anomalies.support distribution transformer (dt) health monitoring using available data analytics tools.analyze operational parameters to identify potential transformer issues or overloading.work with application programming interfaces (apis) to retrieve and integrate data from various systems.maintain and query operational databases using postgresql and sql.prepare periodic data reports and dashboards for internal teams.use microsoft excel for data analysis, including formulas, pivot tables, and shortcuts.generate reports on billing, consumption patterns, and system performance.support internal teams with accurate data for decision-making.required skills & competencies:knowledge of electricity distribution systems and energy flow.understanding of ht and non-ht consumer billing processes.basic knowledge of electrical parameters and power system operations.familiarity with meter data analysis, cmri, and remote meter reading systems.basic understanding of api integration and data exchange.knowledge of postgresql and sql queries.strong proficiency in microsoft excel (formulas, shortcuts, data analysis tools).ability to interpret meter data and consumption patterns.basic analytical understanding of energy losses and asset performance.attention to detail and accuracy in data analysis.good communication and coordination with technical teams.problem-solving and analytical thinking.qualification & experience:b.tech. in electrical engineering / electronics engineering with 23 years of experience in power distribution, energy data analysis, utility operations, or related fields preferred.            ",/job/detail/datacenter-analyst-job-in-rajasthan-at-secure-meters-limited1773275478,internshala
AI Engineer,artificial intelligence (ai) trainer,setupmyhr,work from home,1,Fresher,competitive salary,Not Disclosed,not specified,3,3 weeks ago,"job title: artificial intelligence (ai) trainerwe are seeking experienced ai trainers (part-time/full-time) to deliver training sessions for our clients across diverse functions, including business operations, hr, finance, procurement, administration, etc. this role requires a keen eye for detail, strong critical thinking skills, and a passion for shaping the future of ai.key responsibilitiesdeliver engaging training sessions independently (online and offline).design and develop training content tailored to different business functions.provide live demonstrations of ai tools and solutions.cover topics ranging from ai fundamentals to advanced applications, in line with the latest advancements and best practices in ai, machine learning, and data annotation techniques. including:basics of ai: what is ai, traditional ai vs generative ai.agentic ai and practical use cases.comparative overview: chatgpt, gemini, copilot, claude  when to use what.building ai agents, bots, customgpts, gems, and other ai-driven solutions.familiar with ethical usage of ai, bias, hallucinations.guide participants on applying ai for productivity, decision-making, and automation.create small and large impact ai solutions for business functions.accurately annotate, label, and categorize various types of data (e.g., text, images, audio, video) according to specific guidelines and project requirements.identify patterns, inconsistencies, and areas for improvement in ai model behavior and data quality.potentially assist in creating synthetic data or designing prompts to elicit specific ai model behaviors for training purposes.qualifications and other requirements1-3 years of hands-on ai experience (training, solution building, or applied ai).5+ years of professional experience in corporate or consulting environmentsengineering/b.tech is preferred but not compulsory.strong communication and facilitation skills with the maturity to lead sessions independently.proven ability to create structured training content and deliver live demos.experience in developing ai agents, bots, or custom ai solutions is highly desirable.            ",/job/detail/remote-artificial-intelligence-ai-trainer-job-at-setupmyhr1773275449,internshala
AI Engineer,ai product operations & solutions,recro,bangalore,2,Fresher,competitive salary,Not Disclosed,not specified,3,3 weeks ago,"what is ai product operations & solutions?think forward deployed engineer at palantir, but for conversational ai.you'll embed with enterprise clients; aviation to fmcg to banking-and architect ai agents that handle their most complex workflows. at scale. with compliance. under pressure.you sit at a unique intersection: consulting  product ops  customer management prompt design ai evals  analytics  systems integration & workflowsyou're not just building ai agents. you're architecting the **voice** of enterprises. their customer interactions. their operational workflows. their business outcomes.you're doing it using blue machines' cutting-edge proprietary platform.industry-leading infrastructurelowest latency in voice aistate of the art orchestration with best of breed modelsbuilt-in guardrails and disaster recoveryworkflow builder with complex business and tech logicseval platform for analytics and observabilityenterprise-grade scalability and reliabilityenglish becomes your programming language. context becomes your codeyou'll succeed if youask sharp questions before jumping to solutionsoperate in ambiguity and own problems end-to-end (read problem solving)care about outcomes, not buzzwordscommunicate clearly in writing (updates, docs, change notes)iterate relentlessly - test, learn, improve, ship weeklythink in systems - see workflows, dependencies, leverage pointsstay deeply curious about ai, not superficiallywhy this is career-definingyou're learning what 99% of people only read about:agentic ai orchestration in productionenterprise workflow automation at scalecontext graphs and organizational memoryreal-world deployment of frontier modelsyou're building rare, high-leverage skills:ai-native problem solving (prompting, evals, systems design)system thinking across industriesconsulting + product + operations fluencyenterprise relationships and business developmentyour work has measurable impact:every agent you deploy handles thousands of conversationsevery optimization ships to production weekly. real world, real customersyou're not building features - you're delivering revenue and business outcomes through orchestrating aiyou're positioned for the future:after this, you can move into core ai product work, enterprise ai deployment, build your own ai company, or lead ai transformation consulting within large orgs and consultancies. you'll understand what works and what doesn't. at scale.requirementswhere are you at?associate: 2-4 years in tech, consulting, or operations. curious about ai. comfortable with ambiguity. hungry to learn.senior associate: 4-6 years in product, consulting, or customer-facing tech. you've worked with clients or cross-functional teams. you want to own projects.lead: 6+ years working on complex projects, products or client relationships. you've worked with enterprises. you understand business outcomes and technical execution.what will you do?associate - master the craftwork with leads to build and test agents before deployment.design prompts, run evals, analyze conversation flowsmonitor live agents: dashboards, call quality, containment rateslearn workflow mapping, system integrations, compliance frameworkssupport deployments with testing, documentation, optimizationyou'll learn: prompt engineering, evaluation design, agentic systems, enterprise workflows.senior associate- own pocslead mid-market deployments independently.run discovery with client stakeholders, decode their workflowsdesign and deploy ai agents for poc use casesintegrate with client systems (crm, telephony, apis)drive from demo to production, iterate based on datayou'll master: client consulting, technical independence, system integration, outcome delivery.lead (6+ years) - scale enterprisesown strategic accounts with top-tier clients.lead large-scale deployments (airlines, banks, healthcare)provide consultative guidance on voice ai strategy and transformationmanage complex stakeholders, workflows, drive business outcomes for customersbuild evaluation rigor and continuous improvement at scaleyou'll drive: strategic consulting, relationship management, business scaling, technical voice ai leadership.this role likely requires:fast iterationhigh ownershipclient pressurenon ideal fit:pure data scientists who dont like clientspure sales profiles without systems depthengineers who dislike ambiguity            ",/job/detail/ai-product-operations-solutions-job-in-bangalore-at-recro1773136089,internshala
Data Scientist,data scientist,media.net,bangalore,2,Fresher,competitive salary,Not Disclosed,not specified,3,3 weeks ago,"role : data scientist 2about media.net :media.net is a leading, global ad tech company that focuses on creating the most transparent and efficient path for advertiser budgets to become publisher revenue. our proprietary contextual technology is at the forefront of enhancing programmatic buying, the latest industry-standard in ad buying for digital platforms.the media.net platform powers major global publishers and ad-tech businesses at scale across ad formats like display, video, mobile, native, as well as search. media.nets u.s. hq is based in new york, and the global hq is in dubai. with office locations and consultant partners across the world, media.net takes pride in the value-add it offers to its 50+ demand and 21k+ publisher partners, in terms of both products and services.data science is at the heart of media.net. the team uses advanced statistical and machine learning and deep learning models, large scale distributed computing along with tools from mathematics, economics, auction theory to build solutions that enable us to match users with relevant ads in the most optimal way thereby maximizing revenue for our customers and for media.net.some of the challenges the team deals with:how do you use information retrieval, machine learning models to estimate click through rate and revenue given the information regarding the position of the slot, user device, location and content of the page. how do you scale the same for thousands of domains, millions of urls?how do you match ads to page views considering contextual information? how do you design learning mechanisms to continuously learn from user feedback in the form of clicks and conversions? how do you deal with the extremely sparse data? what do you do for new ads and new pages? how do we design better explore-exploit frameworks? how do you design learning algorithms that are fast and scalable?how do you combine contextual targeting with behavioral user-based targeting?how do you establish a unique user identity based on multiple noisy signals so that behavioral targeting is accurate?can you use nlp to find more genetic trends based on the content of the page and ads?what is in it for you?understand business requirements, analyze and extract relevant information from large amounts of historical data.use your knowledge of information retrieval, nlp, machine learning (including deep learning) to build prototype solutions keeping scale, speed and accuracy in mind.work with engineering teams to implement the prototype. work with engineers to design appropriate model performance metrics and create reports to track the same.work with the engineering teams to identify areas of improvement, jointly develop research agenda and execute on the same using cutting edge algorithms and tools.you will need to understand a broad range of ml algorithms and appreciation on how to apply them to complex practical problems. you will also need to have enough theoretical background and a good grasp of algorithms to be able to critically evaluate existing ml algorithms and be creative when there is a need to go beyond textbook solutions.who should apply for this role ?phd/research degree or bs/ms in computer science, statistics, artificial intelligence, machine learning, operations research or related field.2 - 5 years of experience in building machine learning/ai/information retrieval modelsextensive knowledge and practical experience in machine learning, data mining, artificial intelligence, statistics.understanding of supervised and unsupervised algorithms including but not limited to linear models, decision trees, random forests, gradient boosting machines etc.excellent analytical and problem-solving abilities.good knowledge of scientific programming in python.experience with apache spark is desired.excellent verbal & written communication skillsbonus points:publications or presentation in recognized machine learning and data mining journals/conferences such as icmlknowledge in several of the following: math/math modeling, decision theory, fuzzy logic, bayesian techniques, optimization techniques, statistical analysis of data, information retrieval, natural language processing, large scale data processing and data miningability deal with ambiguity & break them down into research problemsstrong theoretical and research acumen            ",/job/detail/data-scientist-job-in-bangalore-at-medianet1773102732,internshala
Data Analyst,supply chain analyst,blj tech geeks,bangalore,2,Fresher,competitive salary,Not Disclosed,not specified,3,3 weeks ago,"hi therehiring ! hiring ! hiring !job role:-supply chain analyticskey responsibilities:- proven expertise in supply chain analytics across domains such as demandforecasting, inventory optimization, logistics, segmentation, and network design- hands-on experience with optimization methods like linear programming, mixedinteger programming, and scheduling optimization. knowledge of third-partyoptimization solvers like gurobi is an added advantage.- proficiency in forecasting techniques (e.g., holt-winters, arima, arimax, sarima,sarimax, fbprophet, nbeats) and machine learning techniques (supervised andunsupervised)- strong command of statistical modeling, testing, and inference- familiarity with any of the hyperscalers is a must: azure/ aws/ gcp/ palantir- strong sql and python programming skills; experience deploying models in cloud- knowledge of orchestration tools like cloud composer (airflow).nice to have:- familiarity with mlops, containerization (docker, kubernetes), and orchestration tools(e.g., cloud composer)- strong communication and stakeholder engagement skills at the executive level- proficiency in genai & agentic ai frameworks is a plusprofessional and educational background:- be / b.tech / mca / m.sc / m.e / m.tech / masters degree / mba from a reputedinstitute- 2 to 9 years of overall experienceinterested candidates apply here by filling this forum :-(https://docs.google.com/forms/d/e/1faipqlscx2xfdl27c0lkpmhlw3hupcgehl0ab9htbhb-tcsxx-ugd6q/viewform?usp=header)            ",/job/detail/supply-chain-analyst-job-in-bangalore-at-blj-tech-geeks1773055389,internshala
AI Engineer,ai engineer,astra security,bangalore,2,Fresher,competitive salary,Not Disclosed,not specified,3,3 weeks ago,"about astra:astra is a cyber security saas company that makes otherwise chaotic pentests a breeze with its one of a kind pentest platform. astra's continuous vulnerability scanner emulates hacker behavior to scan applications for 9300+ security tests. ctos & cisos love astra because it helps them fix vulnerabilities in record time and move from devops to devsecops with astra's ci/cd integrations.astra is loved by 650+ companies across the globe. in 2023 astra uncovered 2 million+ vulnerabilities for its customers, saving customers $69m+ in potential losses due to security vulnerabilities.we've been awarded by the president of france mr. franois hollande at the la french tech program and prime minister of india shri narendra modi at the global conference on cyber security. loom, mamaearth, muthoot finance, canara robeco, scripbox etc. are a few of astras customers.role overviewat astra security, we are building the future of ai-driven cybersecurity, including autonomous pentesting- an experience that helps teams automatically discover, test and secure web & mobile applications, cloud and apis at scale.as an ai engineer, you will design and build ai-powered agentic systems that can reason, retrieve knowledge and execute complex workflows autonomously. you will work closely with the engineering and product teams to build ai-native applications that integrate with astras platform and security scanners.this role focuses on building ai-based agentic applications, implementing rag architectures, and orchestrating ai workflows across distributed systems. you will work with frameworks like langgraph or mastra  to build production-grade ai systems powered by frontier llm models and self-hosted open-source models.here's what's in it for youai system developmentbuild ai-powered agentic applications that can reason, plan and execute multi-step workflows autonomously.design and develop ai solutions using frameworks such as langgraph, mastra or similar frameworks.integrate llm models from openai, anthropic or open-source self-hosted llms into production systems.work closely with platform and backend teams to integrate ai capabilities across astras cybersecurity products.rag & knowledge systemsdesign and implement retrieval augmented generation (rag) architectures for contextual reasoning.build and maintain ai knowledge bases that allow agents to retrieve relevant context and make better decisions.develop pipelines for embedding generation, indexing and semantic retrieval.continuously optimize prompts, retrieval strategies and system performance.agentic workflow orchestrationbuild multi-agent workflows capable of orchestrating tasks across distributed systems.implement agent execution pipelines that integrate with astras scanners, apis and platform services.ensure ai workflows are reliable, scalable and production-ready.collaboration & innovationwork closely with engineering leaders and product teams to ship ai-powered features.experiment with new ai frameworks, models and architectures to improve product capabilities.contribute to building astras ai-first security platformai systems engineeringbuild production-grade ai services with proper observability, logging and monitoring.design apis and backend services that expose ai capabilities to astras platform.implement caching, rate limiting and cost optimization strategies for llm workloads.work with vector databases (chromadb, pgvector or others) to build scalable retrieval systems.build structured tool interfaces that allow agents to interact with apis, scanners and internal services.ai evaluation & reliabilitydesign evaluation frameworks to measure accuracy, hallucination rates and reasoning quality of ai agents.build automated evaluation pipelines for rag and agent workflows.implement guardrails, structured outputs and validation layers to ensure reliable ai behavior.improve system performance through prompt engineering, tool design and retrieval optimization.tools & technologiespython or typescript (preferred)langgraph, mastra, crewai or similar agent frameworksvector databases (faiss, pgvector, pinecone, weaviate)llm apis (openai, anthropic, mistral, llama)docker & containerized deploymentsgit and ci/cd pipelinesbasic cloud experience (aws / gcp)nice to haveexperience building rag systems in productionexperience with graph-based knowledge systems (neo4j, graphrag)experience building multi-agent systemsfamiliarity with cybersecurity concepts or vulnerability managementexperience deploying ai services on cloud infrastructurelocationthis is a hybrid role in bengaluru and requires a regular in-office presence to collaborate closely with engineering and product teams. being in-office helps foster deep collaboration, faster decision-making and the shared energy of building together - values that define how we operate at astra.required qualifications & skills2+ years of experience in software engineering, ai engineering or applied ml roles.candidates should have built at least one end-to-end ai application (rag system, ai agent, or llm-powered application) that integrates with external apis or services.hands-on experience building ai-based agentic applications.experience with frameworks like langgraph, mastra or similar frameworks.strong understanding of rag (retrieval augmented generation) systems and building knowledge bases.experience orchestrating agentic workflows in distributed systems environments.experience building ai solutions using llms from openai, anthropic or open-source/self-hosted llm models.strong programming skills in python or typescript.experience integrating llms into production applications.strong problem-solving skills and ability to build scalable ai systems.why astra?we're reimagining cybersecurity with products like the api security platform and autonomous pentesting, helping teams discover, test, and secure web, mobile, cloud, and apis at scale.youll be joining a team of builders and problem-solvers who thrive on first-principles thinking, move fast without breaking trust and take pride in shipping products that matter.we work closely with founders, embrace ownership at every level and value curiosity as much as expertise.if youre excited about solving hard problems, scaling products globally and shaping the future of cybersecurity - astra is the place for you.annual trips to beaches or mountains (last one was at wayanad). health insurance & other benefits            ",/job/detail/ai-engineer-job-in-bangalore-at-astra-security1773054547,internshala
Data Analyst,data analyst,amicon hub services,noida,1,Fresher,competitive salary,Not Disclosed,not specified,3,3 weeks ago,"hi all ,we are having multiple opening for data analyst (bi developer) with a product based company . if you are interested please sent me your resume at amit@amiconhub.com with the following detais :-current ctc - fixed + bonus + variableexpected ctc -joining time -job description:exp - 1-4 yrsskills:database programming - sql/ pl-sql/ t-sqletl - data pipeline, data preparationanalytics - bi toollocation - noida / mumbai / bengalururoles & responsibilities* implement some of the world's largest data size big data analytics projects* preparation of data for bi modeling using spark, hive, sql and other etl/eltolap data modelling* tuning of models for fastest and sub second query performance from business intelligence tools* communicate with customer stake holders for business .thanks & regardsamit kumarceo & founder - amicon hub servicesemail - amit@amiconhub.com            ",/job/detail/data-analyst-job-in-noida-at-amicon-hub-services1773049033,internshala
Data Analyst,master data analyst,pharmanovia,vadodara,0,Not Disclosed,competitive salary,Not Disclosed,not specified,3,3 weeks ago,"about the companypharmanovia is a dynamic international pharmaceutical company focused on the lifecycle management of established medicines. our portfolio includes 20+ brands across 160+ markets, delivering high-quality medicines to patients globally. since our founding in 2013, we have grown consistently year on year while reinvesting in our products, brands, people, and communities. today our team includes 300+ employees across 29 nationalities, working from offices in the uk, denmark, netherlands, switzerland, italy, spain, germany, uae, india, australia and singapore.our core behaviourswe act decisively but never compromise on qualitywe keep our promises and do as we saywe value our heritage while fostering entrepreneurial thinkingwe reinvest in our future  our products, brands and peoplewe give back to our communitiesabout the rolewe are seeking a detail-oriented master data analyst to join our global master data team. in this role, you will be responsible for maintaining high-quality master data across our sap s/4hana erp environment, ensuring accuracy, consistency, and governance across business processes. this is a hands-on role involving direct sap master data maintenance, oversight of informatica mdm workflows, and proactive monitoring of data quality across systems. over time, the role will expand to support additional business systems and data domains.responsibilitiesmaintain and administer master data in sap s/4hana, including customer, vendor, material and procurement recordsensure data accuracy, consistency and integrity across systems and business processesapply and enforce data governance policies, approval workflows and quality standardsperform data validation, cleansing and enrichment activities to maintain high-quality master datacollaborate with cross-functional business teams to resolve data issues and support operational processessupport and manage external mdm platforms, including informatica workflows and approvalsmonitor and report on data quality metrics, identifying trends and areas for improvementassist with system data migration and integration projectsdocument master data definitions, processes and workflows, maintaining the organisational data dictionary qualificationshigh school diploma or equivalentrequired skillshands-on experience maintaining sap master data (materials, vendors, customers, pricing, stock, procurement)understanding of sap master data structures and core transactionsknowledge of data governance frameworks and approval workflowsexperience with mdm platforms such as informatica or sap mdgstrong data quality, analysis and problem-solving skillspreferred skillsexposure to data migration or system integration projectsability to document processes, workflows and data definitionsfamiliarity with procurement and vendor management processesexperience working with itsm or change management systemscompetency using microsoft office tools for reporting and documentationpay range and compensation packagecompetitive salary + bonus + benefitsequal opportunity statementwe are committed to diversity and inclusivity.            ",/job/detail/fresher-master-data-analyst-job-in-vadodara-at-pharmanovia1773048798,internshala
AI Engineer,ai forward deployed engineer - manufacturing and supply ops,mirai ops,work from home,1,Fresher,competitive salary,Not Disclosed,not specified,3,3 weeks ago,"company descriptionmission: industrial enterprises, especially small and medium industrial enterprises, form the backbone of every economy, yet remain underserved in the ai revolution. mirais purpose is to close that gap  by reimagining these businesses as an ai-ready entity and deploy tailored ai solutions that reduce operational friction, amplify workforce productivity, and enable sustainable scale.mirai ops specializes in agentic ai automation for manufacturing and supply chain workflows, partnering with small and medium manufacturers to enhance productivity. by leveraging domain expertise in industrial digitalization and latest in ai tech, the company enables operations to simplify legacy workflows and achieve 2-3x productivity gains across end-to-end processes. join us in revolutionizing industry workflows with innovative technology.role descriptionthis is an opportunity for an ai forward deployed engineer - manufacturing and supply ops. the role involves designing, developing, and deploying scalable ai-driven solutions tailored to manufacturing and supply chain workflows. daily responsibilities include iteratively developing ai for real-world applications through embedding with client's cross-functional teams to discover ideal workflows to simplify & optimize through ai, getting the workflow ai-ready, apply design thinking to craft a friction-free user experience, and iteratively develop the final solution. the engineer will also be responsible for integrating ai solutions into client operations and continuously track engagement, adoption and product performance.qualifications1 to 3 years of work experiencebackground in manufacturing and/or supply chain operations or background in sw systems & design, including strong problem-solving skills and knowledge of core principles. ability to work collaboratively in a remote environmentknowledge of ai and machine learning concepts is a strong plusbachelors degree in engineering - computer science or mechanical engineering            ",/job/detail/remote-ai-forward-deployed-engineer-manufacturing-and-supply-ops-job-at-mirai-ops1772881269,internshala
