date,day,month,day_of_week,weekend,time,hour,time_period,rush_hour,booking_status,vehicle_type,pickup_location,drop_location,booking_value,booking_val_per_km,ride_distance,High_value_booking,long_ride,payment_method
2024-06-21,21,6,4,0,1900-01-01 09:55:13,9,,0,Cancelled_By_Driver,Ebike,Kherki_Daula_Toll,Gwal_Pahari,,,,0,0,No_Payment
2024-07-13,13,7,5,1,1900-01-01 14:21:36,14,,1,Incomplete,Go_Sedan,Dlf_City_Court,Chhatarpur,202.0,25.281602002503128,7.99,1,0,Upi
2024-06-17,17,6,0,0,1900-01-01 19:02:42,19,,1,Completed,Auto,Kalkaji,Madipur,269.0,7.712155963302751,34.88,0,0,Upi
2024-03-20,20,3,2,0,1900-01-01 03:00:21,3,,0,Cancelled_By_Driver,Auto,Hauz_Khas,Khandsa,,,,0,0,No_Payment
2024-07-26,26,7,4,0,1900-01-01 20:11:48,20,,1,Completed,Go_Mini,Jor_Bagh,Model_Town,113.0,6.932515337423313,16.3,0,0,Upi
2024-07-24,24,7,2,0,1900-01-01 12:23:21,12,,0,Completed,Premier_Sedan,Shastri_Park,Sarai_Kale_Khan,1961.0,73.11707680835198,26.82,1,0,Upi
2024-11-25,25,11,0,0,1900-01-01 16:32:27,16,,1,Completed,Ebike,Tilak_Nagar,Subhash_Nagar,465.0,11.464497041420117,40.56,0,1,Cash
2024-10-02,2,10,2,0,1900-01-01 20:22:53,20,,1,Cancelled_By_Driver,Bike,Manesar,Ambience_Mall,,,,0,0,No_Payment
2024-11-17,17,11,6,1,1900-01-01 12:04:46,12,,0,Completed,Go_Sedan,Vishwavidyalaya,Tis_Hazari,74.0,24.025974025974026,3.08,0,0,Upi
2024-09-21,21,9,5,1,1900-01-01 06:46:38,6,,0,Completed,Auto,Ignou_Road,Green_Park,162.0,4.869251577998196,33.27,0,0,Upi
2024-06-18,18,6,1,0,1900-01-01 15:20:07,15,,1,Cancelled_By_Driver,Auto,Shastri_Park,Huda_City_Centre,,,,0,0,No_Payment
2024-08-14,14,8,2,0,1900-01-01 18:27:43,18,,1,Cancelled_By_Driver,Go_Mini,Barakhamba_Road,Dwarka_Mor,,,,0,0,No_Payment
2024-08-14,14,8,2,0,1900-01-01 09:17:46,9,,0,Completed,Uber_Xl,Udyog_Bhawan,Rohini_East,64.0,2.0440753752794634,31.31,0,0,Uber_Wallet
2024-10-13,13,10,6,1,1900-01-01 17:39:49,17,,1,Cancelled_By_Customer,Uber_Xl,Panipat,Aya_Nagar,,,,0,0,No_Payment
2024-01-25,25,1,3,0,1900-01-01 20:31:38,20,,1,Completed,Bike,Karol_Bagh,Palam_Vihar,201.0,23.15668202764977,8.68,0,0,Cash
2024-12-02,2,12,0,0,1900-01-01 06:54:11,6,,0,Completed,Auto,Rohini,Ito,296.0,20.99290780141844,14.1,0,0,Cash
2024-08-03,3,8,5,1,1900-01-01 10:28:51,10,,0,Completed,Ebike,Moti_Nagar,Paharganj,2010.0,51.0411376333164,39.38,1,0,Upi
2024-07-30,30,7,1,0,1900-01-01 14:09:13,14,,1,Completed,Go_Sedan,Lajpat_Nagar,Dwarka_Mor,986.0,25.845347313237223,38.15,1,0,Upi
2024-08-28,28,8,2,0,1900-01-01 18:10:58,18,,1,Incomplete,Go_Mini,Civil_Lines_Gurgaon,Kirti_Nagar,442.0,40.625,10.88,1,0,Cash
2024-12-01,1,12,6,1,1900-01-01 19:38:10,19,,1,Completed,Auto,Dwarka_Mor,Laxmi_Nagar,1095.0,45.28535980148884,24.18,1,0,Upi
2024-02-10,10,2,5,1,1900-01-01 21:38:31,21,,0,Cancelled_By_Customer,Auto,Mansarovar_Park,Subhash_Chowk,,,,0,0,No_Payment
2024-06-23,23,6,6,1,1900-01-01 10:48:46,10,,0,Completed,Auto,Saket_A_Block,Jahangirpuri,392.0,8.564561940135459,45.77,0,1,Uber_Wallet
2024-05-13,13,5,0,0,1900-01-01 13:15:11,13,,0,Cancelled_By_Driver,Go_Sedan,Inderlok,Anand_Vihar_Isbt,,,,0,0,No_Payment
2024-11-09,9,11,5,1,1900-01-01 18:01:28,18,,1,Cancelled_By_Driver,Ebike,Botanical_Garden,Shastri_Park,,,,0,0,No_Payment
2024-07-16,16,7,1,0,1900-01-01 11:50:35,11,,0,Completed,Go_Mini,Delhi_Gate,Tughlakabad,317.0,14.662349676225716,21.62,0,0,Debit_Card
2024-06-25,25,6,1,0,1900-01-01 17:48:24,17,,1,Completed,Premier_Sedan,Kirti_Nagar,Subhash_Chowk,346.0,25.45989698307579,13.59,1,0,Cash
2024-12-21,21,12,5,1,1900-01-01 06:38:16,6,,0,Incomplete,Premier_Sedan,Pulbangash,Chanakyapuri,199.0,20.162107396149953,9.87,0,0,Upi
2024-06-07,7,6,4,0,1900-01-01 12:46:47,12,,0,Completed,Auto,Seelampur,Bhikaji_Cama_Place,2439.0,69.86536808937268,34.91,1,0,Credit_Card
2024-11-23,23,11,5,1,1900-01-01 19:05:39,19,,1,Cancelled_By_Driver,Go_Mini,Pulbangash,Chirag_Delhi,,,,0,0,No_Payment
2024-06-17,17,6,0,0,1900-01-01 18:06:07,18,,1,Cancelled_By_Customer,Go_Mini,Rohini,Okhla,,,,0,0,No_Payment
2024-09-16,16,9,0,0,1900-01-01 20:22:50,20,,1,Completed,Go_Sedan,Badarpur,Arjangarh,909.0,19.72228249077891,46.09,0,1,Upi
2024-11-09,9,11,5,1,1900-01-01 01:57:03,1,,0,Cancelled_By_Customer,Bike,Saket_A_Block,Botanical_Garden,,,,0,0,No_Payment
2024-02-10,10,2,5,1,1900-01-01 14:27:52,14,,1,Completed,Go_Sedan,Preet_Vihar,Netaji_Subhash_Place,335.0,7.401679186920018,45.26,0,1,Cash
2024-01-21,21,1,6,1,1900-01-01 21:08:30,21,,0,Incomplete,Go_Sedan,Sonipat,New_Delhi_Railway_Station,710.0,35.78629032258065,19.84,1,0,Debit_Card
2024-02-01,1,2,3,0,1900-01-01 09:56:21,9,,0,Completed,Go_Sedan,Indraprastha,Pragati_Maidan,472.0,70.02967359050444,6.74,1,0,Upi
2024-01-09,9,1,1,0,1900-01-01 22:00:02,22,,0,Completed,Go_Mini,Pragati_Maidan,Imt_Manesar,410.0,61.746987951807235,6.64,1,0,Cash
2024-04-26,26,4,4,0,1900-01-01 22:27:45,22,,0,Completed,Go_Sedan,Ashok_Vihar,Panipat,245.0,7.208002353633421,33.99,0,0,Upi
2024-03-27,27,3,2,0,1900-01-01 06:21:37,6,,0,Completed,Ebike,Gurgaon_Sector_29,Ina_Market,344.0,7.875457875457876,43.68,0,1,Upi
2024-04-07,7,4,6,1,1900-01-01 21:19:02,21,,0,Cancelled_By_Driver,Auto,Greater_Noida,Central_Secretariat,,,,0,0,No_Payment
2024-05-19,19,5,6,1,1900-01-01 19:27:07,19,,1,Cancelled_By_Driver,Auto,Bhikaji_Cama_Place,Central_Secretariat,,,,0,0,No_Payment
2024-12-02,2,12,0,0,1900-01-01 21:06:36,21,,0,Completed,Go_Mini,Malviya_Nagar,Gurgaon_Sector_56,88.0,10.451306413301662,8.42,0,0,Upi
2024-10-12,12,10,5,1,1900-01-01 15:07:25,15,,1,Cancelled_By_Customer,Premier_Sedan,Jor_Bagh,Huda_City_Centre,,,,0,0,No_Payment
2024-01-06,6,1,5,1,1900-01-01 05:09:57,5,,0,Completed,Auto,South_Extension,Chirag_Delhi,138.0,34.936708860759495,3.95,1,0,Cash
2024-09-22,22,9,6,1,1900-01-01 10:33:23,10,,0,Completed,Go_Sedan,Shastri_Nagar,Iffco_Chowk,612.0,14.255765199161425,42.93,0,1,Upi
2024-12-02,2,12,0,0,1900-01-01 05:24:37,5,,0,Cancelled_By_Customer,Go_Sedan,Connaught_Place,Azadpur,,,,0,0,No_Payment
2024-11-12,12,11,1,0,1900-01-01 09:54:46,9,,0,Incomplete,Go_Mini,Dwarka_Mor,Bhikaji_Cama_Place,125.0,6.65601703940362,18.78,0,0,Uber_Wallet
2024-10-14,14,10,0,0,1900-01-01 23:06:14,23,,0,Cancelled_By_Driver,Go_Mini,Saket_A_Block,Noida_Sector_62,,,,0,0,No_Payment
2024-10-02,2,10,2,0,1900-01-01 06:57:35,6,,0,Completed,Go_Sedan,Dlf_City_Court,Sohna_Road,198.0,6.908583391486392,28.66,0,0,Cash
2024-02-16,16,2,4,0,1900-01-01 07:05:17,7,,0,Completed,Go_Sedan,Jasola,Hero_Honda_Chowk,196.0,4.558139534883721,43.0,0,1,Upi
2024-06-27,27,6,3,0,1900-01-01 16:20:39,16,,1,Completed,Auto,Noida_Sector_18,Gurgaon_Sector_29,122.0,3.5745678288895397,34.13,0,0,Upi
2024-02-24,24,2,5,1,1900-01-01 15:52:09,15,,1,Completed,Go_Sedan,Narsinghpur,Qutub_Minar,373.0,15.483603154836032,24.09,0,0,Debit_Card
2024-03-07,7,3,3,0,1900-01-01 04:19:43,4,,0,Completed,Go_Sedan,Seelampur,Chandni_Chowk,601.0,36.009586578789694,16.69,1,0,Upi
2024-02-19,19,2,0,0,1900-01-01 17:09:15,17,,1,Incomplete,Bike,Gtb_Nagar,Bhikaji_Cama_Place,61.0,13.863636363636363,4.4,0,0,Upi
2024-02-06,6,2,1,0,1900-01-01 09:15:54,9,,0,Completed,Go_Sedan,Ramesh_Nagar,Rajiv_Nagar,164.0,6.873428331936295,23.86,0,0,Upi
2024-10-12,12,10,5,1,1900-01-01 19:22:34,19,,1,Incomplete,Premier_Sedan,Noida_Sector_18,Seelampur,688.0,42.28641671788568,16.27,1,0,Credit_Card
2024-08-27,27,8,1,0,1900-01-01 05:23:53,5,,0,Incomplete,Bike,Azadpur,Saket_A_Block,576.0,28.930185836263185,19.91,1,0,Cash
2024-05-10,10,5,4,0,1900-01-01 08:52:00,8,,0,Completed,Auto,Govindpuri,Rohini,640.0,25.346534653465348,25.25,1,0,Upi
2024-10-12,12,10,5,1,1900-01-01 13:27:52,13,,0,Completed,Premier_Sedan,Ina_Market,Sikanderpur,306.0,56.353591160221,5.43,1,0,Debit_Card
2024-05-04,4,5,5,1,1900-01-01 20:04:02,20,,1,Completed,Go_Mini,Yamuna_Bank,Karkarduma,595.0,12.962962962962964,45.9,0,1,Upi
2024-03-30,30,3,5,1,1900-01-01 05:00:56,5,,0,Completed,Go_Sedan,Igi_Airport,Tagore_Garden,777.0,41.79666487358795,18.59,1,0,Cash
2024-11-26,26,11,1,0,1900-01-01 10:29:42,10,,0,Incomplete,Bike,Mandi_House,Cyber_Hub,409.0,35.65823888404533,11.47,1,0,Cash
2024-12-16,16,12,0,0,1900-01-01 18:28:24,18,,1,Completed,Go_Sedan,Ashok_Park_Main,Bhikaji_Cama_Place,162.0,7.370336669699727,21.98,0,0,Uber_Wallet
2024-10-20,20,10,6,1,1900-01-01 20:05:00,20,,1,Completed,Auto,Old_Gurgaon,Rajiv_Nagar,445.0,44.99494438827098,9.89,1,0,Upi
2024-07-21,21,7,6,1,1900-01-01 17:41:39,17,,1,Completed,Bike,Sushant_Lok,Moolchand,467.0,9.536450888298958,48.97,0,1,Upi
2024-11-03,3,11,6,1,1900-01-01 13:07:24,13,,0,Completed,Bike,Gwal_Pahari,Anand_Vihar,293.0,12.856516015796402,22.79,0,0,Cash
2024-06-24,24,6,0,0,1900-01-01 19:20:49,19,,1,Completed,Auto,New_Colony,Ambience_Mall,559.0,21.007140172867345,26.61,0,0,Cash
2024-01-10,10,1,2,0,1900-01-01 15:20:46,15,,1,Completed,Premier_Sedan,Sikanderpur,Patel_Chowk,917.0,62.72229822161423,14.62,1,0,Cash
2024-05-31,31,5,4,0,1900-01-01 18:46:06,18,,1,Incomplete,Auto,Hero_Honda_Chowk,Adarsh_Nagar,560.0,73.10704960835508,7.66,1,0,Cash
2024-12-22,22,12,6,1,1900-01-01 18:43:14,18,,1,Cancelled_By_Driver,Premier_Sedan,Inderlok,Huda_City_Centre,,,,0,0,No_Payment
2024-03-13,13,3,2,0,1900-01-01 16:30:24,16,,1,Completed,Auto,Bahadurgarh,Subhash_Nagar,174.0,20.02301495972382,8.69,0,0,Cash
2024-03-14,14,3,3,0,1900-01-01 11:17:13,11,,0,Cancelled_By_Driver,Premier_Sedan,Model_Town,Dwarka_Sector_21,,,,0,0,No_Payment
2024-10-28,28,10,0,0,1900-01-01 10:53:27,10,,0,Completed,Auto,Gurgaon_Sector_29,Hauz_Rani,338.0,9.56694027738466,35.33,0,0,Uber_Wallet
2024-07-09,9,7,1,0,1900-01-01 08:19:33,8,,0,Completed,Auto,Hauz_Khas,Model_Town,279.0,40.670553935860056,6.86,1,0,Debit_Card
2024-03-11,11,3,0,0,1900-01-01 21:50:05,21,,0,Cancelled_By_Driver,Auto,Vishwavidyalaya,Anand_Vihar_Isbt,,,,0,0,No_Payment
2024-10-10,10,10,3,0,1900-01-01 18:43:04,18,,1,Cancelled_By_Customer,Bike,Dlf_Phase_3,Yamuna_Bank,,,,0,0,No_Payment
2024-01-03,3,1,2,0,1900-01-01 20:02:19,20,,1,Completed,Go_Sedan,Ignou_Road,Maidan_Garhi,545.0,13.648885549711997,39.93,0,0,Upi
2024-11-09,9,11,5,1,1900-01-01 02:48:07,2,,0,Completed,Auto,Paschim_Vihar,Meerut,1130.0,26.242452392011145,43.06,1,1,Upi
2024-07-10,10,7,2,0,1900-01-01 13:27:27,13,,0,Cancelled_By_Customer,Ebike,Sultanpur,Okhla,,,,0,0,No_Payment
2024-08-13,13,8,1,0,1900-01-01 10:39:17,10,,0,Completed,Ebike,Punjabi_Bagh,Khan_Market,786.0,140.608228980322,5.59,1,0,Credit_Card
2024-09-15,15,9,6,1,1900-01-01 11:31:03,11,,0,Completed,Go_Mini,Mundka,Kirti_Nagar,1051.0,23.660513282305267,44.42,0,1,Cash
2024-02-08,8,2,3,0,1900-01-01 22:30:39,22,,0,Completed,Go_Sedan,Preet_Vihar,Noida_Sector_62,668.0,153.56321839080462,4.35,1,0,Cash
2024-09-30,30,9,0,0,1900-01-01 18:03:50,18,,1,Completed,Go_Mini,Karol_Bagh,Rajiv_Chowk,716.0,16.032243618450515,44.66,0,1,Credit_Card
2024-10-12,12,10,5,1,1900-01-01 17:35:57,17,,1,Incomplete,Go_Sedan,Pataudi_Chowk,Greater_Noida,317.0,37.03271028037383,8.56,1,0,Upi
2024-11-17,17,11,6,1,1900-01-01 11:01:17,11,,0,No_Driver_Found,Auto,Karol_Bagh,Cyber_Hub,,,,0,0,No_Payment
2024-06-14,14,6,4,0,1900-01-01 10:01:20,10,,0,Completed,Go_Sedan,Paharganj,Madipur,655.0,14.199002818122697,46.13,0,1,Credit_Card
2024-02-10,10,2,5,1,1900-01-01 17:31:27,17,,1,Completed,Go_Sedan,Connaught_Place,Vinobapuri,663.0,42.9126213592233,15.45,1,0,Cash
2024-01-24,24,1,2,0,1900-01-01 20:26:39,20,,1,Completed,Auto,Pataudi_Chowk,Kalkaji,200.0,7.763975155279502,25.76,0,0,Uber_Wallet
2024-12-13,13,12,4,0,1900-01-01 06:35:25,6,,0,Completed,Premier_Sedan,Peeragarhi,Vishwavidyalaya,211.0,4.888785912882299,43.16,0,1,Uber_Wallet
2024-01-09,9,1,1,0,1900-01-01 11:03:41,11,,0,Completed,Uber_Xl,Seelampur,Raj_Nagar_Extension,370.0,42.62672811059908,8.68,1,0,Cash
2024-02-11,11,2,6,1,1900-01-01 16:21:14,16,,1,Completed,Bike,Gurgaon_Sector_29,Rohini_West,786.0,49.34086629001883,15.93,1,0,Upi
2024-03-28,28,3,3,0,1900-01-01 20:21:18,20,,1,Completed,Ebike,Kashmere_Gate,Rajiv_Nagar,979.0,19.587835134053623,49.98,0,1,Uber_Wallet
2024-04-25,25,4,3,0,1900-01-01 21:25:55,21,,0,Completed,Auto,Gtb_Nagar,Pitampura,121.0,12.723449001051526,9.51,0,0,Cash
2024-01-26,26,1,4,0,1900-01-01 20:14:51,20,,1,Completed,Auto,Connaught_Place,Bhiwadi,251.0,21.18143459915612,11.85,0,0,Cash
2024-07-21,21,7,6,1,1900-01-01 14:58:57,14,,1,Completed,Auto,Golf_Course_Road,Govindpuri,1157.0,47.37919737919738,24.42,1,0,Upi
2024-10-06,6,10,6,1,1900-01-01 17:14:03,17,,1,Cancelled_By_Driver,Go_Sedan,Sohna_Road,Botanical_Garden,,,,0,0,No_Payment
2024-01-22,22,1,0,0,1900-01-01 05:24:33,5,,0,Completed,Premier_Sedan,Ghaziabad,Connaught_Place,274.0,19.255094869992973,14.23,0,0,Upi
2024-03-30,30,3,5,1,1900-01-01 04:56:50,4,,0,Completed,Go_Mini,Palam_Vihar,Iffco_Chowk,876.0,48.39779005524861,18.1,1,0,Upi
2024-01-22,22,1,0,0,1900-01-01 19:16:44,19,,1,Completed,Bike,Ghitorni,Sonipat,382.0,88.42592592592592,4.32,1,0,Uber_Wallet
2024-08-14,14,8,2,0,1900-01-01 11:42:41,11,,0,Completed,Go_Mini,Inderlok,Imt_Manesar,174.0,9.693593314763232,17.95,0,0,Upi
2024-05-05,5,5,6,1,1900-01-01 18:15:36,18,,1,Completed,Auto,Badshahpur,Hero_Honda_Chowk,220.0,10.476190476190476,21.0,0,0,Cash
2024-07-01,1,7,0,0,1900-01-01 17:37:02,17,,1,Incomplete,Go_Sedan,Shastri_Park,Kaushambi,833.0,44.074074074074076,18.9,1,0,Debit_Card
2024-07-22,22,7,0,0,1900-01-01 09:43:12,9,,0,Completed,Bike,Madipur,Aiims,50.0,6.7114093959731544,7.45,0,0,Uber_Wallet
2024-08-05,5,8,0,0,1900-01-01 07:35:40,7,,0,Completed,Go_Mini,Arjangarh,Udyog_Vihar,456.0,10.489993098688752,43.47,0,1,Debit_Card
2024-02-28,28,2,2,0,1900-01-01 05:50:34,5,,0,Completed,Premier_Sedan,Uttam_Nagar,Kalkaji,605.0,24.513776337115072,24.68,0,0,Upi
2024-05-14,14,5,1,0,1900-01-01 21:30:47,21,,0,Incomplete,Premier_Sedan,Ina_Market,Golf_Course_Road,71.0,7.986501687289088,8.89,0,0,Upi
2024-03-03,3,3,6,1,1900-01-01 19:03:10,19,,1,Completed,Go_Sedan,Faridabad_Sector_15,Mundka,1432.0,41.3037207960773,34.67,1,0,Uber_Wallet
2024-03-30,30,3,5,1,1900-01-01 15:06:00,15,,1,Cancelled_By_Driver,Go_Sedan,Badarpur,Ashok_Park_Main,,,,0,0,No_Payment
2024-02-14,14,2,2,0,1900-01-01 17:48:51,17,,1,Completed,Premier_Sedan,Rohini_West,Vishwavidyalaya,739.0,21.00028417163967,35.19,0,0,Upi
2024-07-08,8,7,0,0,1900-01-01 09:46:44,9,,0,Completed,Auto,Shahdara,Arjangarh,901.0,46.44329896907217,19.4,1,0,Upi
2024-04-19,19,4,4,0,1900-01-01 13:03:49,13,,0,Completed,Auto,Gurgaon_Sector_56,Connaught_Place,524.0,36.617749825297,14.31,1,0,Uber_Wallet
2024-02-13,13,2,1,0,1900-01-01 11:23:35,11,,0,Completed,Go_Mini,Jahangirpuri,Jhilmil,234.0,59.846547314578004,3.91,1,0,Debit_Card
2024-11-16,16,11,5,1,1900-01-01 13:42:42,13,,0,Completed,Auto,Ghaziabad,Sikanderpur,614.0,14.406381980290945,42.62,0,1,Debit_Card
2024-05-09,9,5,3,0,1900-01-01 00:45:25,0,,0,Incomplete,Premier_Sedan,Meerut,Hauz_Rani,387.0,39.48979591836734,9.8,1,0,Credit_Card
2024-04-13,13,4,5,1,1900-01-01 18:33:24,18,,1,No_Driver_Found,Auto,Mansarovar_Park,Ito,,,,0,0,No_Payment
2024-06-12,12,6,2,0,1900-01-01 20:11:25,20,,1,Completed,Auto,Gtb_Nagar,Mehrauli,159.0,5.08312020460358,31.28,0,0,Upi
2024-02-04,4,2,6,1,1900-01-01 17:00:23,17,,1,Completed,Ebike,Peeragarhi,Jhilmil,397.0,25.222363405336722,15.74,1,0,Upi
2024-12-26,26,12,3,0,1900-01-01 18:10:25,18,,1,No_Driver_Found,Auto,Gurgaon_Railway_Station,Indraprastha,,,,0,0,No_Payment
2024-05-16,16,5,3,0,1900-01-01 18:58:21,18,,1,Completed,Bike,Khan_Market,Barakhamba_Road,218.0,5.824205183008282,37.43,0,0,Upi
2024-07-19,19,7,4,0,1900-01-01 11:10:49,11,,0,Cancelled_By_Driver,Go_Mini,Sarojini_Nagar,Chirag_Delhi,,,,0,0,No_Payment
2024-08-17,17,8,5,1,1900-01-01 16:29:53,16,,1,Completed,Bike,Vasant_Kunj,Raj_Nagar_Extension,427.0,13.381385145722344,31.91,0,0,Upi
2024-06-04,4,6,1,0,1900-01-01 18:09:00,18,,1,Completed,Go_Mini,Vatika_Chowk,Rajiv_Chowk,811.0,30.092764378478666,26.95,1,0,Cash
2024-03-13,13,3,2,0,1900-01-01 16:55:24,16,,1,Completed,Go_Mini,Dlf_City_Court,Karol_Bagh,156.0,5.004812319538017,31.17,0,0,Uber_Wallet
2024-12-30,30,12,0,0,1900-01-01 11:34:54,11,,0,Completed,Bike,Chirag_Delhi,Badarpur,126.0,3.5553047404063207,35.44,0,0,Debit_Card
2024-01-02,2,1,1,0,1900-01-01 03:52:56,3,,0,Completed,Auto,Patel_Chowk,Aiims,215.0,6.306834848929304,34.09,0,0,Credit_Card
2024-12-19,19,12,3,0,1900-01-01 04:18:13,4,,0,No_Driver_Found,Go_Sedan,Bahadurgarh,Gurgaon_Railway_Station,,,,0,0,No_Payment
2024-09-06,6,9,4,0,1900-01-01 13:53:26,13,,0,Completed,Premier_Sedan,Tilak_Nagar,Huda_City_Centre,459.0,16.98741672834937,27.02,0,0,Upi
2024-06-24,24,6,0,0,1900-01-01 09:50:21,9,,0,Cancelled_By_Driver,Go_Mini,Khan_Market,Subhash_Chowk,,,,0,0,No_Payment
2024-11-23,23,11,5,1,1900-01-01 15:46:25,15,,1,Cancelled_By_Customer,Auto,Rohini_East,Lok_Kalyan_Marg,,,,0,0,No_Payment
2024-10-05,5,10,5,1,1900-01-01 20:12:29,20,,1,Completed,Auto,Badarpur,Punjabi_Bagh,632.0,20.063492063492063,31.5,0,0,Cash
2024-11-30,30,11,5,1,1900-01-01 14:20:19,14,,1,Completed,Premier_Sedan,Hauz_Rani,Peeragarhi,858.0,18.392282958199356,46.65,0,1,Cash
2024-05-05,5,5,6,1,1900-01-01 20:15:29,20,,1,Completed,Go_Sedan,Sonipat,Gurgaon_Sector_29,1305.0,334.61538461538464,3.9,1,0,Upi
2024-07-23,23,7,1,0,1900-01-01 09:58:13,9,,0,Completed,Auto,Rithala,Rk_Puram,426.0,32.845026985350806,12.97,1,0,Uber_Wallet
2024-12-30,30,12,0,0,1900-01-01 10:02:23,10,,0,Cancelled_By_Driver,Go_Mini,Patel_Chowk,Bahadurgarh,,,,0,0,No_Payment
2024-11-07,7,11,3,0,1900-01-01 07:49:54,7,,0,Completed,Premier_Sedan,Lajpat_Nagar,Hauz_Rani,293.0,70.09569377990431,4.18,1,0,Cash
2024-08-07,7,8,2,0,1900-01-01 17:47:58,17,,1,Completed,Go_Mini,Patel_Chowk,Ashram,549.0,65.2794292508918,8.41,1,0,Upi
2024-04-27,27,4,5,1,1900-01-01 13:23:38,13,,0,Completed,Auto,Indirapuram,Akshardham,799.0,17.708333333333336,45.12,0,1,Upi
2024-09-20,20,9,4,0,1900-01-01 07:37:47,7,,0,Completed,Go_Mini,Aya_Nagar,Ito,323.0,8.20838627700127,39.35,0,0,Upi
2024-05-18,18,5,5,1,1900-01-01 18:17:18,18,,1,Completed,Auto,Shahdara,Kherki_Daula_Toll,663.0,26.35135135135135,25.16,1,0,Upi
2024-11-07,7,11,3,0,1900-01-01 16:35:37,16,,1,Completed,Ebike,Dwarka_Mor,Lok_Kalyan_Marg,311.0,13.74889478337754,22.62,0,0,Cash
2024-09-18,18,9,2,0,1900-01-01 08:22:45,8,,0,Completed,Auto,Gtb_Nagar,Vinobapuri,251.0,19.794952681388015,12.68,0,0,Upi
2024-12-26,26,12,3,0,1900-01-01 07:47:44,7,,0,Completed,Go_Mini,Udyog_Bhawan,Badarpur,404.0,15.750487329434698,25.65,0,0,Debit_Card
2024-08-17,17,8,5,1,1900-01-01 18:22:21,18,,1,Cancelled_By_Driver,Bike,Barakhamba_Road,Mandi_House,,,,0,0,No_Payment
2024-11-07,7,11,3,0,1900-01-01 23:53:01,23,,0,Completed,Ebike,Faridabad_Sector_15,Huda_City_Centre,366.0,8.859840232389251,41.31,0,1,Cash
2024-03-12,12,3,1,0,1900-01-01 06:30:46,6,,0,Incomplete,Go_Mini,Greater_Noida,Subhash_Nagar,215.0,12.602579132473624,17.06,0,0,Upi
2024-04-29,29,4,0,0,1900-01-01 18:46:07,18,,1,Cancelled_By_Driver,Go_Sedan,Bhiwadi,Noida_Sector_18,,,,0,0,No_Payment
2024-02-29,29,2,3,0,1900-01-01 08:29:46,8,,0,Completed,Go_Mini,Karol_Bagh,Bhikaji_Cama_Place,399.0,13.92670157068063,28.65,0,0,Cash
2024-01-04,4,1,3,0,1900-01-01 07:03:02,7,,0,Incomplete,Go_Sedan,Keshav_Puram,Ashok_Park_Main,746.0,60.848287112561174,12.26,1,0,Uber_Wallet
2024-01-14,14,1,6,1,1900-01-01 09:22:42,9,,0,Completed,Bike,Chhatarpur,Saket,461.0,12.787794729542304,36.05,0,0,Cash
2024-04-05,5,4,4,0,1900-01-01 13:03:29,13,,0,Completed,Bike,Udyog_Bhawan,Bhiwadi,686.0,23.420962785933767,29.29,0,0,Upi
2024-03-20,20,3,2,0,1900-01-01 20:13:49,20,,1,Completed,Go_Sedan,Jor_Bagh,Faridabad_Sector_15,310.0,13.293310463121784,23.32,0,0,Debit_Card
2024-07-17,17,7,2,0,1900-01-01 23:09:41,23,,0,Completed,Go_Mini,Pitampura,Madipur,516.0,17.315436241610737,29.8,0,0,Uber_Wallet
2024-07-30,30,7,1,0,1900-01-01 18:18:30,18,,1,Completed,Go_Sedan,Jahangirpuri,Kashmere_Gate,355.0,14.126541981695185,25.13,0,0,Upi
2024-05-05,5,5,6,1,1900-01-01 15:05:23,15,,1,Completed,Go_Mini,Kirti_Nagar,Lajpat_Nagar,589.0,12.465608465608465,47.25,0,1,Uber_Wallet
2024-02-25,25,2,6,1,1900-01-01 18:30:51,18,,1,Incomplete,Premier_Sedan,Basai_Dhankot,Pataudi_Chowk,477.0,112.7659574468085,4.23,1,0,Cash
2024-09-17,17,9,1,0,1900-01-01 22:10:31,22,,0,Completed,Auto,Kherki_Daula_Toll,Vidhan_Sabha,997.0,40.47909053999188,24.63,1,0,Upi
2024-02-09,9,2,4,0,1900-01-01 19:03:16,19,,1,No_Driver_Found,Premier_Sedan,Ghitorni,Delhi_Gate,,,,0,0,No_Payment
2024-01-19,19,1,4,0,1900-01-01 16:10:57,16,,1,Completed,Bike,Kadarpur,Paschim_Vihar,145.0,4.258443465491924,34.05,0,0,Credit_Card
2024-11-27,27,11,2,0,1900-01-01 16:42:53,16,,1,Cancelled_By_Driver,Bike,Panchsheel_Park,Narsinghpur,,,,0,0,No_Payment
2024-09-25,25,9,2,0,1900-01-01 18:31:35,18,,1,Completed,Go_Mini,Paschim_Vihar,India_Gate,209.0,4.528710725893824,46.15,0,1,Upi
2024-06-06,6,6,3,0,1900-01-01 15:44:34,15,,1,Cancelled_By_Customer,Premier_Sedan,Aiims,Sultanpur,,,,0,0,No_Payment
2024-10-03,3,10,3,0,1900-01-01 11:58:20,11,,0,Cancelled_By_Customer,Auto,Punjabi_Bagh,Hauz_Khas,,,,0,0,No_Payment
2024-12-19,19,12,3,0,1900-01-01 08:11:13,8,,0,Completed,Go_Sedan,Aya_Nagar,Chandni_Chowk,920.0,28.51828890266584,32.26,1,0,Cash
2024-09-12,12,9,3,0,1900-01-01 10:34:27,10,,0,Cancelled_By_Driver,Auto,Mayur_Vihar,Aiims,,,,0,0,No_Payment
