user_id,user_type,country,request_type,model_used,device_type,prompt_length,requests_per_min,toxic_score,jailbreak_score,anomaly_score,failed_requests,session_duration_sec,api_cost_usd,misuse_label
user_9107,premium,Australia,text_generation,gpt_like,mobile,819,81.09,0.888,0.339,0.512,27,2628,6.407,1
user_48346,bot,India,text_generation,vision_model,mobile,4347,121.31,0.346,0.326,0.978,26,8158,6.86,1
user_74927,premium,Germany,image_generation,code_llm,mobile,756,137.37,0.006,0.437,0.545,12,8552,3.154,1
user_60414,premium,USA,code_generation,vision_model,api,2168,23.55,0.682,0.345,0.053,14,6499,5.804,0
user_37473,bot,UK,image_generation,code_llm,web,4311,50.22,0.124,0.386,0.137,18,6137,3.232,1
user_35649,bot,Canada,text_generation,vision_model,web,4321,57.42,0.383,0.234,0.893,18,3173,3.423,1
user_66379,bot,UK,text_generation,gpt_like,mobile,4005,119.6,0.259,0.017,0.885,23,5080,3.69,1
user_42929,free,UK,text_generation,gpt_like,api,3980,74.77,0.866,0.515,0.973,14,4833,6.086,1
user_52159,free,Australia,code_generation,gpt_like,web,3523,93.84,0.078,0.748,0.281,20,6789,1.692,1
user_69018,free,USA,image_generation,gpt_like,api,175,82.38,0.309,0.948,0.897,17,819,0.538,1
user_77004,free,UK,code_generation,gpt_like,web,2044,118.03,0.491,0.384,0.32,21,6332,6.152,1
user_31568,bot,UK,text_generation,gpt_like,api,4225,23.26,0.604,0.408,0.127,23,5128,1.329,0
user_46554,free,Germany,text_generation,gpt_like,mobile,3843,57.38,0.63,0.407,0.429,13,3170,3.675,0
user_71135,free,USA,image_generation,code_llm,api,1413,80.85,0.546,0.633,0.834,10,5670,5.461,1
user_4980,free,Canada,code_generation,code_llm,web,2271,101.84,0.42,0.79,0.57,27,2933,5.875,1
user_52997,internal,Singapore,text_generation,code_llm,mobile,2800,14.52,0.011,0.664,0.221,28,5030,6.49,1
user_19892,free,Canada,image_generation,gpt_like,web,3901,38.65,0.928,0.855,0.335,28,7569,1.203,1
user_38545,internal,UK,code_generation,gpt_like,api,2263,35.08,0.798,0.828,0.451,23,3421,3.493,1
user_43980,premium,UK,image_generation,vision_model,web,1889,4.26,0.091,0.002,0.793,13,1652,3.95,1
user_32291,free,Canada,text_generation,vision_model,web,194,36.7,0.417,0.95,0.113,3,5368,4.812,1
user_50444,free,Germany,text_generation,gpt_like,api,589,0.47,0.127,0.826,0.4,18,5941,6.618,1
user_21630,free,Canada,image_generation,vision_model,web,765,80.34,0.951,0.218,0.011,13,1476,3.791,1
user_17458,free,India,text_generation,vision_model,mobile,678,28.11,0.685,0.59,0.532,13,8595,6.197,0
user_79396,premium,Germany,text_generation,code_llm,mobile,3357,93.47,0.952,0.457,0.408,20,2312,3.911,1
user_28245,premium,India,text_generation,code_llm,web,3958,52.5,0.635,0.031,0.526,18,4562,0.612,0
user_66939,free,USA,code_generation,gpt_like,web,1094,3.23,0.546,0.37,0.647,27,8077,6.799,0
user_23544,internal,Germany,text_generation,gpt_like,mobile,1592,93.36,0.203,0.733,0.059,23,2787,3.085,1
user_9978,free,USA,text_generation,vision_model,mobile,195,55.26,0.404,0.242,0.441,0,2130,4.233,0
user_65740,bot,India,code_generation,vision_model,mobile,302,9.56,0.84,0.028,0.542,29,5366,2.141,1
user_1103,bot,India,image_generation,gpt_like,api,25,116.47,0.025,0.103,0.657,15,4117,3.05,1
user_66019,bot,UK,code_generation,gpt_like,api,278,53.39,0.779,0.983,0.465,23,2309,5.751,1
user_60719,premium,UK,code_generation,gpt_like,api,521,23.74,0.794,0.456,0.133,6,1025,1.341,1
user_16590,internal,Australia,image_generation,vision_model,web,4497,7.94,0.04,0.365,0.985,12,4256,0.979,1
user_24152,internal,UK,text_generation,gpt_like,web,1853,65.54,0.883,0.024,0.43,11,19,3.253,1
user_64282,free,Singapore,image_generation,vision_model,api,3511,12.31,0.117,0.344,0.653,13,5717,0.138,0
user_39483,free,USA,code_generation,gpt_like,api,258,20.7,0.75,0.543,0.2,3,3646,0.061,1
user_23501,free,Canada,text_generation,vision_model,web,1039,96.28,0.254,0.168,0.46,24,2571,0.782,1
user_71964,bot,UK,code_generation,code_llm,api,2956,47.9,0.756,0.363,0.083,0,265,1.791,1
user_51120,free,Australia,code_generation,vision_model,api,2142,13.53,0.608,0.638,0.926,3,7224,1.344,1
user_63171,free,Australia,code_generation,vision_model,mobile,1706,2.68,0.763,0.265,0.501,5,2915,0.246,1
user_53841,bot,Germany,code_generation,gpt_like,api,3586,131.64,0.956,0.061,0.725,26,3432,5.876,1
user_36112,bot,Canada,image_generation,vision_model,web,2784,126.18,0.363,0.245,0.843,6,4884,3.82,1
user_48996,free,Canada,image_generation,vision_model,web,2085,28.66,0.484,0.666,0.432,8,8045,3.036,1
user_59305,premium,USA,code_generation,gpt_like,web,1201,28.32,0.008,0.744,0.844,5,3916,3.408,1
user_4004,free,Canada,image_generation,gpt_like,web,3275,64.55,0.008,0.884,0.157,26,6182,1.914,1
user_8947,premium,Germany,image_generation,vision_model,web,1642,59.16,0.024,0.794,0.427,8,7457,1.998,1
user_53372,free,USA,image_generation,vision_model,web,3701,9.71,0.347,0.799,0.478,6,1260,3.85,1
user_61046,free,Germany,text_generation,gpt_like,web,1278,134.68,0.823,0.536,0.122,18,4006,6.911,1
user_33638,free,Canada,text_generation,vision_model,mobile,1388,115.95,0.269,0.166,0.58,18,8680,5.108,1
user_55217,free,Germany,code_generation,gpt_like,api,2005,44.27,0.932,0.891,0.7,16,532,4.518,1
user_56276,free,Canada,image_generation,vision_model,mobile,1895,34.59,0.492,0.572,0.706,24,8606,5.904,0
user_18460,premium,Australia,text_generation,gpt_like,mobile,4447,48.16,0.516,0.302,0.214,6,124,3.487,0
user_34177,premium,Germany,code_generation,vision_model,web,2757,52.11,0.334,0.973,0.52,20,6480,5.344,1
user_47972,premium,Australia,text_generation,vision_model,web,1434,39.63,0.137,0.457,0.245,3,7587,4.462,0
user_58200,free,Canada,text_generation,vision_model,api,4101,72.53,0.22,0.674,0.141,14,8376,4.855,1
user_55011,free,UK,image_generation,code_llm,web,717,20.96,0.877,0.903,0.548,17,8692,1.217,1
user_14131,premium,USA,text_generation,code_llm,mobile,1953,133.41,0.063,0.881,0.126,26,583,3.339,1
user_43658,free,UK,code_generation,code_llm,mobile,1603,78.12,0.078,0.799,0.0,14,3827,0.775,1
user_36068,free,Canada,image_generation,code_llm,web,430,24.08,0.815,0.658,0.212,27,4835,3.989,1
user_72954,bot,Singapore,image_generation,gpt_like,api,4222,54.7,0.572,0.442,0.536,18,592,3.211,1
user_14625,free,Canada,image_generation,gpt_like,web,1887,46.82,0.178,0.448,0.761,18,7490,4.746,0
user_18456,premium,India,code_generation,gpt_like,web,3609,113.97,0.722,0.085,0.437,23,2440,4.672,1
user_50583,free,India,text_generation,code_llm,web,2844,131.78,0.625,0.319,0.783,20,1452,3.321,1
user_71576,free,India,code_generation,gpt_like,web,1885,25.52,0.057,0.246,0.127,8,2071,5.572,0
user_6143,free,India,image_generation,gpt_like,web,3597,84.05,0.202,0.568,0.072,24,5584,6.541,1
user_11174,premium,India,text_generation,vision_model,mobile,2704,62.79,0.067,0.264,0.091,5,3470,2.805,0
user_35797,bot,Australia,text_generation,vision_model,api,3461,21.65,0.25,0.584,0.818,24,5472,5.785,1
user_48611,bot,UK,code_generation,code_llm,web,2285,122.76,0.552,0.338,0.179,16,8854,0.482,1
user_8281,free,Canada,code_generation,gpt_like,api,1887,82.22,0.383,0.196,0.359,13,5885,2.096,1
user_7802,free,Australia,code_generation,vision_model,mobile,1126,78.31,0.604,0.331,0.002,8,5418,0.532,1
user_41574,internal,Canada,code_generation,vision_model,api,596,121.48,0.771,0.81,0.803,24,147,0.926,1
user_22571,free,Singapore,code_generation,code_llm,web,1919,110.58,0.909,0.122,0.661,12,4425,2.401,1
user_41111,free,Canada,image_generation,gpt_like,api,1707,36.92,0.481,0.605,0.833,25,7795,5.399,1
user_48309,internal,USA,code_generation,gpt_like,mobile,2891,120.25,0.48,0.906,0.389,15,388,1.856,1
user_17269,free,USA,text_generation,code_llm,mobile,3176,83.75,0.177,0.982,0.011,11,5876,6.529,1
user_69774,premium,USA,text_generation,vision_model,mobile,2366,133.19,0.49,0.597,0.873,23,40,3.888,1
user_59176,bot,UK,code_generation,gpt_like,web,1636,33.23,0.201,0.442,0.164,15,3749,2.869,0
user_3923,free,Singapore,image_generation,gpt_like,web,3724,54.07,0.648,0.094,0.052,5,39,6.173,0
user_76748,bot,UK,code_generation,code_llm,web,1346,45.89,0.823,0.551,0.835,16,3012,0.628,1
user_29288,free,Germany,code_generation,vision_model,web,246,12.24,0.74,0.551,0.404,10,1614,3.823,1
user_76234,bot,Germany,image_generation,code_llm,mobile,3086,49.83,0.166,0.641,0.639,6,8474,0.824,1
user_67064,free,Singapore,image_generation,vision_model,api,1661,119.95,0.007,0.38,0.226,15,7240,5.45,1
user_1799,free,UK,image_generation,gpt_like,api,2616,54.03,0.722,0.966,0.523,13,1757,2.485,1
user_70692,free,India,image_generation,vision_model,api,4130,103.65,0.631,0.804,0.393,10,7990,0.703,1
user_1865,free,USA,image_generation,vision_model,web,1145,67.91,0.923,0.064,0.393,14,7539,5.377,1
user_41933,free,India,code_generation,code_llm,mobile,3067,65.66,0.377,0.705,0.431,9,2884,0.495,1
user_29836,free,Canada,code_generation,code_llm,api,2081,0.86,0.703,0.208,0.615,1,878,4.73,0
user_6869,free,USA,text_generation,vision_model,mobile,3822,21.46,0.611,0.464,0.995,22,8020,6.05,1
user_76822,free,India,code_generation,gpt_like,mobile,230,4.6,0.134,0.644,0.973,18,2244,2.286,1
user_32582,premium,India,image_generation,vision_model,web,200,27.91,0.503,0.76,0.112,4,3512,5.259,1
user_3557,free,Singapore,code_generation,gpt_like,mobile,3328,50.95,0.278,0.512,0.778,7,7092,5.289,0
user_60225,premium,Canada,image_generation,gpt_like,api,3935,92.97,0.722,0.16,0.752,16,6507,2.575,1
user_51031,free,Singapore,text_generation,code_llm,web,1940,20.41,0.683,0.029,0.307,20,6415,2.012,0
user_23965,free,India,image_generation,vision_model,web,2640,93.6,0.118,0.986,0.23,24,4654,0.183,1
user_57124,premium,Australia,code_generation,vision_model,web,2630,118.28,0.742,0.782,0.138,16,3097,1.559,1
user_62920,premium,USA,code_generation,gpt_like,api,549,61.31,0.355,0.1,0.873,1,8502,4.595,1
user_63372,free,UK,code_generation,gpt_like,api,4149,86.16,0.576,0.818,0.91,13,850,3.259,1
user_40719,premium,UK,image_generation,vision_model,web,2123,80.73,0.295,0.318,0.433,0,8561,2.551,1
user_24777,free,India,code_generation,gpt_like,web,2557,74.46,0.245,0.15,0.912,6,7513,5.734,1
user_44812,free,Canada,code_generation,code_llm,mobile,19,130.99,0.579,0.111,0.659,25,607,2.55,1
user_51451,premium,Germany,image_generation,vision_model,web,2303,36.2,0.041,0.571,0.804,28,3429,4.379,1
user_35231,premium,USA,image_generation,gpt_like,web,751,42.67,0.541,0.296,0.068,14,614,1.252,0
user_5730,premium,UK,image_generation,gpt_like,web,4198,97.23,0.526,0.821,0.262,23,833,5.573,1
user_36684,premium,UK,image_generation,gpt_like,web,4415,69.9,0.604,0.337,0.989,14,7967,0.867,1
user_40818,premium,Canada,code_generation,vision_model,api,2622,129.19,0.665,0.342,0.679,17,4190,3.117,1
user_75167,premium,Singapore,image_generation,code_llm,web,3170,97.29,0.165,0.501,0.126,14,2706,4.005,1
user_36002,free,India,code_generation,gpt_like,web,2755,12.31,0.778,0.941,0.646,15,1643,0.655,1
user_20547,free,Germany,code_generation,gpt_like,api,556,130.62,0.561,0.28,0.438,20,1333,1.827,1
user_9965,free,Germany,code_generation,gpt_like,mobile,3722,24.22,0.466,0.016,0.405,13,4289,3.243,0
user_14101,bot,Australia,code_generation,code_llm,api,2459,129.36,0.743,0.368,0.442,2,7480,5.712,1
user_8087,premium,Australia,text_generation,code_llm,mobile,1126,128.68,0.639,0.817,0.184,4,4183,2.223,1
user_31928,free,UK,image_generation,code_llm,api,2589,103.78,0.295,0.016,0.228,5,7955,6.855,1
user_20228,free,UK,text_generation,code_llm,api,691,31.78,0.284,0.673,0.889,18,3113,0.164,1
user_61448,free,Australia,image_generation,vision_model,web,2845,124.59,0.262,0.962,0.812,24,8022,5.444,1
user_37752,premium,UK,image_generation,gpt_like,web,1092,106.29,0.069,0.739,0.505,25,3733,6.026,1
user_62700,free,Germany,image_generation,code_llm,mobile,339,31.23,0.366,0.964,0.937,22,2697,4.787,1
user_50640,premium,Canada,code_generation,vision_model,api,1102,98.41,0.715,0.945,0.161,1,6370,1.946,1
user_32049,free,Canada,image_generation,code_llm,web,1597,125.72,0.891,0.171,0.876,6,4188,4.16,1
user_40491,bot,USA,code_generation,code_llm,api,1158,82.18,0.084,0.761,0.891,2,7629,5.327,1
user_25579,free,UK,image_generation,vision_model,mobile,3877,71.71,0.901,0.329,0.646,6,7916,4.523,1
user_37467,free,Australia,image_generation,gpt_like,mobile,4406,135.45,0.564,0.085,0.959,3,7428,6.731,1
user_51840,free,Canada,image_generation,code_llm,api,2784,85.37,0.94,0.192,0.073,7,1763,0.838,1
user_70552,free,India,text_generation,vision_model,api,1494,88.86,0.214,0.958,0.623,7,827,4.891,1
user_47763,bot,Germany,image_generation,gpt_like,web,2431,115.31,0.006,0.82,0.903,0,5699,5.84,1
user_25484,free,UK,text_generation,vision_model,api,1025,28.96,0.976,0.548,0.553,13,2320,4.93,1
user_49255,premium,India,code_generation,gpt_like,web,1303,103.72,0.226,0.164,0.976,22,713,2.528,1
user_30216,bot,Germany,image_generation,vision_model,api,2046,103.01,0.383,0.787,0.743,14,820,0.49,1
user_73300,free,Germany,code_generation,code_llm,web,269,59.19,0.257,0.14,0.452,8,2795,0.243,0
user_27781,premium,UK,code_generation,code_llm,api,688,97.39,0.554,0.812,0.902,0,8502,2.686,1
user_54445,bot,UK,text_generation,gpt_like,web,3185,89.85,0.148,0.6,0.249,23,1902,3.757,1
user_78455,free,USA,code_generation,vision_model,mobile,283,27.44,0.82,0.513,0.137,28,4646,4.817,1
user_33340,free,Canada,text_generation,gpt_like,web,1084,100.61,0.813,0.169,0.195,27,8269,0.528,1
user_42321,free,Canada,code_generation,vision_model,mobile,4472,88.77,0.118,0.721,0.605,18,4298,0.771,1
user_14946,free,Singapore,code_generation,code_llm,api,737,46.36,0.863,0.436,0.496,26,6332,0.717,1
user_71762,free,USA,image_generation,vision_model,api,2835,18.85,0.359,0.146,0.59,1,661,4.433,0
user_43854,internal,Australia,image_generation,vision_model,api,179,60.26,0.198,0.047,0.957,21,2752,1.33,1
user_57614,free,Germany,text_generation,gpt_like,mobile,4015,112.34,0.402,0.65,0.124,11,3695,2.661,1
user_69932,free,Australia,text_generation,code_llm,api,3106,25.29,0.007,0.393,0.98,10,5319,1.176,1
user_50161,premium,Germany,code_generation,vision_model,mobile,1614,46.56,0.72,0.989,0.936,5,6244,6.33,1
user_32067,free,Canada,image_generation,vision_model,web,1856,52.83,0.225,0.466,0.198,6,1392,4.223,0
user_65076,free,Germany,code_generation,gpt_like,api,642,31.04,0.718,0.33,0.039,20,5193,2.839,0
user_58593,free,USA,text_generation,code_llm,web,1034,92.5,0.206,0.047,0.823,10,1554,4.4,1
user_78974,free,Germany,code_generation,code_llm,api,3078,138.47,0.76,0.3,0.861,7,902,0.049,1
user_31273,free,India,code_generation,code_llm,mobile,438,19.72,0.239,0.455,0.595,14,6786,1.415,0
user_64540,free,Singapore,code_generation,code_llm,mobile,2030,83.38,0.037,0.114,0.981,16,6890,1.974,1
user_41187,bot,Australia,image_generation,vision_model,api,3255,135.05,0.025,0.655,0.517,29,4353,2.199,1
user_56774,bot,Canada,code_generation,gpt_like,mobile,2829,79.79,0.54,0.258,0.39,11,8306,2.098,1
user_76919,free,Germany,code_generation,gpt_like,web,2313,125.11,0.907,0.186,0.299,27,5111,6.873,1
user_65576,free,Singapore,code_generation,code_llm,api,1877,106.36,0.073,0.959,0.509,13,3415,4.48,1
user_49850,free,Germany,text_generation,code_llm,web,3066,22.13,0.514,0.466,0.354,21,1207,5.096,0
user_20251,free,UK,text_generation,code_llm,mobile,3185,42.88,0.082,0.876,0.489,14,848,0.55,1
user_75580,premium,India,text_generation,vision_model,mobile,1659,136.29,0.788,0.323,0.867,20,5065,0.811,1
user_51288,free,Germany,code_generation,vision_model,mobile,766,8.47,0.808,0.969,0.964,17,2194,1.167,1
user_18306,free,UK,image_generation,vision_model,web,3890,56.12,0.124,0.394,0.772,28,1255,0.724,0
user_73493,bot,Germany,code_generation,gpt_like,mobile,2683,20.18,0.341,0.779,0.165,13,6872,0.148,1
user_37769,internal,USA,text_generation,gpt_like,mobile,1421,125.13,0.344,0.153,0.334,2,6761,1.813,1
user_68442,internal,USA,code_generation,gpt_like,web,3741,23.64,0.714,0.257,0.854,2,7544,1.773,1
user_38102,free,Germany,text_generation,vision_model,mobile,2437,114.56,0.556,0.995,0.956,21,1677,0.759,1
user_63191,bot,Singapore,image_generation,code_llm,mobile,4468,17.2,0.691,0.294,0.321,11,7080,5.518,0
user_47991,bot,UK,text_generation,code_llm,api,228,12.98,0.016,0.868,0.979,22,7324,2.506,1
user_43020,free,USA,code_generation,gpt_like,api,1569,137.11,0.711,0.382,0.392,8,6679,1.503,1
user_53251,free,India,code_generation,vision_model,api,4368,117.78,0.506,0.385,0.471,5,634,0.158,1
user_45725,premium,UK,text_generation,gpt_like,api,2371,81.4,0.491,0.161,0.475,9,2211,3.141,1
user_21878,free,Singapore,text_generation,vision_model,mobile,1585,81.16,0.336,0.277,0.975,16,8145,2.787,1
user_77597,bot,Australia,image_generation,gpt_like,mobile,2057,29.13,0.945,0.469,0.44,12,8760,4.023,1
user_77789,free,UK,text_generation,gpt_like,api,1245,68.72,0.157,0.726,0.177,18,192,3.558,1
user_32526,premium,UK,image_generation,gpt_like,mobile,2133,84.46,0.462,0.163,0.579,11,1958,1.681,1
user_46992,premium,UK,image_generation,vision_model,api,3363,93.96,0.904,0.466,0.495,4,1392,5.063,1
user_12657,free,Australia,code_generation,vision_model,api,2715,11.17,0.446,0.202,0.74,22,4788,1.147,0
user_16453,bot,Germany,text_generation,vision_model,mobile,843,129.31,0.263,0.955,0.908,16,1803,2.24,1
user_74983,premium,Canada,code_generation,gpt_like,api,970,42.49,0.258,0.703,0.327,4,2993,0.279,1
user_30323,free,Australia,code_generation,vision_model,api,4022,132.55,0.077,0.557,0.835,4,5328,4.893,1
user_76841,free,USA,image_generation,vision_model,mobile,512,57.71,0.248,0.973,0.195,7,6507,2.589,1
user_41968,bot,Singapore,text_generation,gpt_like,mobile,3145,61.36,0.003,0.601,0.513,1,2977,1.373,1
user_48381,premium,Australia,code_generation,code_llm,api,90,135.91,0.669,0.208,0.647,15,8274,5.491,1
user_15836,premium,UK,code_generation,code_llm,mobile,2423,69.41,0.051,0.819,0.343,29,3350,2.439,1
user_33712,premium,Singapore,text_generation,gpt_like,api,4306,25.97,0.944,0.408,0.026,13,8098,1.619,1
user_2273,free,Australia,image_generation,vision_model,web,2247,109.51,0.642,0.947,0.568,14,4775,0.494,1
user_62873,bot,Germany,code_generation,gpt_like,api,2107,83.06,0.647,0.599,0.172,26,4978,3.039,1
user_21359,bot,UK,code_generation,vision_model,web,2957,72.27,0.396,0.922,0.441,17,3437,0.979,1
user_74815,internal,Singapore,image_generation,gpt_like,mobile,1063,85.23,0.188,0.487,0.778,6,7517,1.808,1
user_22390,bot,UK,code_generation,gpt_like,api,3566,24.42,0.25,0.317,0.841,14,4619,3.316,1
user_44967,bot,India,code_generation,vision_model,mobile,1428,105.46,0.967,0.16,0.756,29,5464,1.13,1
user_63022,free,UK,text_generation,gpt_like,mobile,2005,91.44,0.003,0.747,0.112,27,8135,1.828,1
user_11162,free,India,text_generation,code_llm,api,2623,22.72,0.894,0.969,0.16,0,934,2.138,1
user_56134,free,Germany,image_generation,code_llm,web,1582,92.36,0.204,0.263,0.809,23,2642,3.255,1
user_52962,free,Germany,image_generation,gpt_like,api,4094,69.96,0.619,0.459,0.933,14,1120,1.471,1
user_24959,free,UK,code_generation,vision_model,api,4173,29.96,0.997,0.956,0.615,28,3506,6.115,1
user_21196,free,Singapore,image_generation,gpt_like,web,4178,10.44,0.581,0.143,0.066,14,8521,3.384,0
user_34585,bot,Singapore,image_generation,vision_model,web,907,23.6,0.291,0.314,0.384,8,6779,1.197,0
user_33754,free,USA,text_generation,vision_model,mobile,3298,41.38,0.421,0.176,0.894,4,1713,1.23,1
user_42294,free,India,image_generation,vision_model,api,186,19.04,0.89,0.648,0.267,4,3456,4.744,1
user_55043,premium,UK,image_generation,code_llm,web,3016,18.09,0.449,0.426,0.165,22,4602,1.277,0
user_44044,free,UK,code_generation,vision_model,mobile,105,133.5,0.946,0.808,0.792,16,1962,3.966,1
user_42683,bot,Singapore,code_generation,vision_model,mobile,14,31.58,0.084,0.526,0.442,21,1571,6.056,0
user_50518,free,Germany,code_generation,vision_model,web,148,139.0,0.313,0.835,0.454,12,4319,6.256,1
user_5895,free,Canada,code_generation,vision_model,web,612,85.33,0.116,0.468,0.318,5,7241,3.945,1
user_75294,free,UK,image_generation,gpt_like,web,146,46.56,0.345,0.654,0.114,3,4869,4.61,1
user_61121,free,Australia,text_generation,code_llm,web,3221,133.64,0.408,0.275,0.206,4,8135,6.211,1
user_71410,free,UK,text_generation,code_llm,mobile,3838,3.8,0.485,0.737,0.973,18,310,6.931,1
user_27722,bot,USA,code_generation,gpt_like,mobile,2223,10.77,0.325,0.088,0.156,0,315,3.987,0
user_49736,free,Australia,code_generation,code_llm,mobile,1140,110.39,0.988,0.829,0.308,13,7948,1.995,1
user_52690,free,Australia,text_generation,code_llm,web,3827,44.84,0.722,0.984,0.648,22,3959,0.284,1
user_54484,free,India,text_generation,code_llm,api,2319,14.83,0.593,0.446,0.296,22,7025,4.652,0
user_73487,premium,UK,code_generation,vision_model,web,4384,127.13,0.677,0.072,0.531,23,3573,2.207,1
user_52940,free,Canada,text_generation,code_llm,web,1167,80.17,0.286,0.177,0.814,21,7174,3.23,1
user_34730,free,India,code_generation,code_llm,api,419,102.4,0.621,0.7,0.367,5,8628,3.303,1
user_17308,bot,Australia,code_generation,code_llm,web,3472,36.72,0.604,0.611,0.967,5,6068,5.068,1
user_77360,premium,Canada,code_generation,vision_model,mobile,592,122.26,0.603,0.572,0.695,27,2901,3.337,1
user_14328,bot,USA,image_generation,code_llm,web,1173,138.02,0.923,0.419,0.33,2,4991,5.669,1
user_37744,premium,UK,text_generation,code_llm,api,1716,127.1,0.784,0.647,0.789,13,8444,6.075,1
user_78323,premium,USA,text_generation,gpt_like,mobile,4151,45.07,0.116,0.582,0.353,17,8174,5.113,0
user_35730,premium,USA,image_generation,gpt_like,mobile,859,131.48,0.934,0.946,0.107,2,1843,6.104,1
user_6807,premium,Australia,code_generation,vision_model,mobile,3139,43.11,0.834,0.959,0.803,13,7420,6.559,1
user_25219,free,Singapore,image_generation,code_llm,mobile,2439,131.97,0.885,0.794,0.947,26,1360,2.391,1
user_39675,free,UK,code_generation,code_llm,api,1470,48.78,0.435,0.663,0.21,5,5233,5.407,1
user_45609,bot,USA,image_generation,code_llm,mobile,3106,46.6,0.229,0.739,0.005,1,1154,6.614,1
user_71567,premium,India,image_generation,code_llm,web,2691,56.72,0.176,0.635,0.641,14,4559,5.259,0
user_38359,bot,Australia,text_generation,code_llm,api,2804,103.26,0.576,0.808,0.859,14,2579,6.803,1
user_36538,bot,UK,image_generation,vision_model,mobile,1196,39.32,0.956,0.352,0.577,29,1379,1.411,1
user_33525,bot,India,image_generation,gpt_like,web,2325,134.64,0.475,0.312,0.947,17,6756,5.968,1
user_1206,free,Canada,text_generation,code_llm,api,4076,53.35,0.977,0.062,0.025,9,4998,1.98,1
user_49048,free,Singapore,code_generation,vision_model,mobile,4405,13.53,0.725,0.843,0.395,22,5286,1.355,1
user_27409,bot,Australia,code_generation,vision_model,mobile,993,134.89,0.578,0.77,0.248,10,16,3.445,1
user_42952,bot,Germany,code_generation,vision_model,mobile,1360,76.18,0.203,0.524,0.807,29,3846,4.211,1
user_50921,premium,India,text_generation,code_llm,web,2075,41.15,0.517,0.998,0.706,20,6545,3.407,1
user_39914,bot,UK,text_generation,code_llm,api,2731,104.1,0.135,0.807,0.005,0,860,6.104,1
user_24500,premium,Germany,text_generation,code_llm,mobile,207,110.08,0.898,0.12,0.026,10,4262,3.223,1
user_40918,internal,USA,code_generation,gpt_like,api,1005,122.41,0.203,0.208,0.077,9,800,5.189,1
user_28269,bot,Germany,code_generation,vision_model,web,275,8.86,0.525,0.835,0.319,9,2326,5.12,1
user_68136,bot,India,image_generation,gpt_like,mobile,150,103.66,0.01,0.698,0.817,27,5298,2.753,1
user_71383,premium,Australia,image_generation,gpt_like,api,2649,22.09,0.303,0.385,0.407,19,4284,3.391,0
user_36129,premium,Germany,code_generation,gpt_like,mobile,3250,76.25,0.834,0.689,0.282,17,2718,0.804,1
user_37161,premium,Germany,text_generation,gpt_like,mobile,879,59.69,0.148,0.894,0.275,7,5498,1.279,1
user_54090,bot,USA,code_generation,gpt_like,api,3964,19.54,0.379,0.722,0.149,27,8071,4.505,1
user_65503,premium,Australia,code_generation,code_llm,api,2399,12.83,0.89,0.552,0.687,4,7369,1.095,1
user_3243,bot,Germany,text_generation,code_llm,mobile,1011,96.84,0.638,0.665,0.208,3,8742,5.943,1
user_65932,premium,USA,code_generation,vision_model,mobile,225,79.66,0.373,0.949,0.237,3,1477,2.649,1
user_53931,free,Singapore,text_generation,code_llm,web,1861,109.92,0.62,0.226,0.689,17,2601,3.833,1
user_56580,free,Singapore,text_generation,gpt_like,web,374,109.08,0.815,0.922,0.763,22,5613,6.642,1
user_11819,internal,Germany,text_generation,code_llm,api,2764,35.17,0.709,0.461,0.117,25,894,3.233,0
user_5769,bot,USA,image_generation,code_llm,web,4284,5.87,0.972,0.899,0.445,1,967,1.107,1
user_31571,bot,Australia,code_generation,code_llm,web,4324,133.11,0.032,0.362,0.21,26,1825,5.805,1
user_33143,premium,Canada,text_generation,code_llm,mobile,1701,50.13,0.88,0.441,0.228,11,2632,1.406,1
user_14828,premium,USA,image_generation,code_llm,api,3622,77.06,0.823,0.004,0.523,22,2608,0.151,1
user_31294,premium,Germany,text_generation,vision_model,api,3466,99.06,0.827,0.729,0.726,9,681,1.403,1
user_23582,premium,India,code_generation,code_llm,api,1161,93.21,0.292,0.028,0.865,18,7278,1.971,1
user_6479,bot,USA,text_generation,gpt_like,mobile,1670,124.83,0.448,0.765,0.769,28,502,5.365,1
user_45695,premium,Australia,code_generation,code_llm,mobile,2418,105.22,0.116,0.727,0.209,20,5745,1.759,1
user_56576,internal,India,text_generation,vision_model,web,3644,122.96,0.519,0.366,0.309,7,8704,0.599,1
user_76182,free,USA,image_generation,vision_model,mobile,3821,45.02,0.596,0.998,0.087,0,3392,2.366,1
user_39701,internal,USA,code_generation,code_llm,mobile,1313,122.57,0.641,0.66,0.864,9,6393,1.99,1
user_45755,premium,Canada,text_generation,gpt_like,web,2881,34.65,0.677,0.647,0.197,4,4629,4.819,0
user_32024,free,USA,image_generation,code_llm,api,916,15.15,0.943,0.603,0.931,6,3919,6.512,1
user_61434,premium,India,code_generation,code_llm,web,4030,27.73,0.507,0.944,0.504,17,6131,5.294,1
user_24827,premium,USA,image_generation,code_llm,web,109,103.03,0.147,0.395,0.989,4,4037,3.1,1
user_50898,premium,USA,code_generation,gpt_like,web,445,123.94,0.655,0.609,0.868,15,3732,3.462,1
user_75286,internal,USA,image_generation,vision_model,mobile,445,39.58,0.408,0.245,0.194,11,435,2.143,0
user_63135,premium,UK,text_generation,gpt_like,web,1164,30.14,0.153,0.154,0.566,11,5398,4.798,0
